moscot driver genes Fev+ delta;Fev_delta_pull_corr;Fev_delta_pull_pval;Fev_delta_pull_qval;Fev_delta_pull_ci_low;Fev_delta_pull_ci_high
Gm47134;-0.00290097833905708;0.834580380355718;0.913234030662234;-0.030118848759742;0.0243211909585301
Gm7030;-0.00290097835284573;0.83458037958082;0.913234030662234;-0.0301188487735183;0.0243211909447495
Sftpb;-0.00290097835392138;0.83458037952037;0.913234030662234;-0.030118848774593;0.0243211909436744
Qrfprl;-0.00290097836438298;0.834580378932447;0.913234030662234;-0.0301188487850452;0.024321190933219
Tacstd2;-0.00290097836565335;0.834580378861055;0.913234030662234;-0.0301188487863144;0.0243211909319493
Gm47790;-0.00290097836620768;0.834580378829903;0.913234030662234;-0.0301188487868682;0.0243211909313953
Gm49503;-0.00290097836841591;0.834580378705804;0.913234030662234;-0.0301188487890745;0.0243211909291884
Cyp2c55;-0.00290097838768012;0.83458037762319;0.913234030662234;-0.0301188488083214;0.0243211909099354
Gm34829;-0.00290097839218712;0.834580377369904;0.913234030662234;-0.0301188488128243;0.024321190905431
Ermn;-0.0029009784087704;0.834580376437953;0.913234030662234;-0.0301188488293927;0.0243211908888574
Gm42397;-0.00290097841940514;0.8345803758403;0.913234030662234;-0.0301188488400179;0.0243211908782289
Msmp;-0.00290097842249704;0.83458037566654;0.913234030662234;-0.030118848843107;0.0243211908751388
Gm31363;-0.00290097842665308;0.834580375432979;0.913234030662234;-0.0301188488472593;0.0243211908709852
Gm13431;-0.00290097842976781;0.834580375257936;0.913234030662234;-0.0301188488503712;0.0243211908678723
Ankrd34a;-0.00290097844854365;0.834580374202768;0.913234030662234;-0.0301188488691302;0.0243211908491074
4921517D16Rik;-0.00290097846331923;0.834580373372406;0.913234030662234;-0.0301188488838925;0.0243211908343404
Abca12;-0.00290097846877323;0.834580373065901;0.913234030662234;-0.0301188488893416;0.0243211908288896
Tmprss3;-0.00290097847486023;0.834580372723822;0.913234030662234;-0.0301188488954231;0.0243211908228061
Ppp1r3g;-0.00290097848731702;0.834580372023773;0.913234030662234;-0.0301188489078687;0.0243211908103566
Spdye4b;-0.00290097850207988;0.834580371194126;0.913234030662234;-0.0301188489226183;0.0243211907956023
Gm36595;-0.00290097850878844;0.834580370817118;0.913234030662234;-0.0301188489293209;0.0243211907888977
Adgrg7;-0.00290097850880556;0.834580370816155;0.913234030662234;-0.030118848929338;0.0243211907888806
Gm48606;-0.0029009785117943;0.834580370648193;0.913234030662234;-0.030118848932324;0.0243211907858936
Ucn2;-0.00290097851457228;0.834580370492076;0.913234030662234;-0.0301188489350995;0.0243211907831172
Gm21961;-0.00290097851865329;0.83458037026273;0.913234030662234;-0.0301188489391768;0.0243211907790386
Hoxb6;-0.00290097852222993;0.83458037006173;0.913234030662234;-0.0301188489427503;0.024321190775464
Gm34653;-0.00290097852982656;0.834580369634812;0.913234030662234;-0.0301188489503401;0.0243211907678718
Sox7;-0.00290097853433088;0.834580369381677;0.913234030662234;-0.0301188489548403;0.0243211907633701
Trap1a;-0.00290097854745214;0.834580368644286;0.913234030662234;-0.0301188489679498;0.0243211907502565
Chrm2;-0.00290097855255531;0.834580368357497;0.913234030662234;-0.0301188489730484;0.0243211907451563
E130101E03Rik;-0.002900978561587;0.834580367849932;0.913234030662234;-0.030118848982072;0.0243211907361299
Upk1b;-0.00290097856389434;0.834580367720264;0.913234030662234;-0.0301188489843772;0.0243211907338239
Clca3b;-0.00290097857173429;0.834580367279673;0.913234030662234;-0.0301188489922101;0.0243211907259886
Gm17034;-0.00290097857192822;0.834580367268774;0.913234030662234;-0.0301188489924039;0.0243211907257947
1600022D10Rik;-0.00290097858335177;0.834580366626791;0.913234030662234;-0.0301188490038172;0.0243211907143778
Chrna10;-0.00290097858684697;0.834580366430367;0.913234030662234;-0.0301188490073092;0.0243211907108847
Tagap;-0.00290097858714312;0.834580366413724;0.913234030662234;-0.0301188490076051;0.0243211907105887
BC016548;-0.00290097859665837;0.834580365878983;0.913234030662234;-0.0301188490171118;0.024321190701079
Gm15964;-0.00290097859665837;0.834580365878983;0.913234030662234;-0.0301188490171118;0.024321190701079
Gm15945;-0.00290097862868972;0.834580364078879;0.913234030662234;-0.0301188490491144;0.0243211906690663
Gm37724;-0.00290097862868972;0.834580364078879;0.913234030662234;-0.0301188490491144;0.0243211906690663
H1f8;-0.00290097864113895;0.834580363379254;0.913234030662234;-0.0301188490615524;0.0243211906566244
Xkr9;-0.00290097865384304;0.834580362665307;0.913234030662234;-0.0301188490742451;0.0243211906439277
Fabp4;-0.00290097866397332;0.834580362096003;0.913234030662234;-0.0301188490843663;0.0243211906338033
Myoz1;-0.00290097867576606;0.834580361433272;0.913234030662234;-0.0301188490961484;0.0243211906220174
Gm20752;-0.00290097867592204;0.834580361424506;0.913234030662234;-0.0301188490963042;0.0243211906218616
Gm27028;-0.00290097867845221;0.834580361282315;0.913234030662234;-0.0301188490988321;0.0243211906193329
Havcr1;-0.00290097868583834;0.834580360867228;0.913234030662234;-0.0301188491062116;0.024321190611951
Clec4a2;-0.00290097869923868;0.834580360114152;0.913234030662234;-0.0301188491195999;0.0243211905985585
Agtr2;-0.00290097869923868;0.834580360114152;0.913234030662234;-0.0301188491195999;0.0243211905985585
Fcgr1;-0.00290097874133063;0.83458035774866;0.913234030662234;-0.0301188491616541;0.0243211905564911
Vnn3;-0.00290097875544278;0.834580356955582;0.913234030662234;-0.0301188491757535;0.0243211905423872
1700120G11Rik;-0.00290097875925182;0.834580356741521;0.913234030662234;-0.0301188491795591;0.0243211905385804
Cep295nl;-0.00290097876129374;0.834580356626769;0.913234030662234;-0.0301188491815992;0.0243211905365396
1700029H14Rik;-0.00290097876129374;0.834580356626769;0.913234030662234;-0.0301188491815992;0.0243211905365396
BC051537;-0.00290097876480862;0.834580356429238;0.913234030662234;-0.0301188491851109;0.0243211905330268
Vsig1;-0.00290097883040649;0.834580352742755;0.913234030662234;-0.0301188492506499;0.0243211904674672
Irx4;-0.00290097883344;0.834580352572277;0.913234030662234;-0.0301188492536806;0.0243211904644354
Gm27224;-0.00290097884745071;0.8345803517849;0.913234030662234;-0.0301188492676788;0.0243211904504329
Gm12253;-0.00290097886616074;0.83458035073343;0.913234030662234;-0.030118849286372;0.0243211904317338
Gm26813;-0.00290097889059385;0.834580349360332;0.913234030662234;-0.0301188493107831;0.0243211904073149
Gm34350;-0.00290097892184682;0.834580347603971;0.913234030662234;-0.030118849342008;0.0243211903760802
Slitrk2;-0.00290097892355629;0.834580347507902;0.913234030662234;-0.0301188493437159;0.0243211903743717
Bean1;-0.00290097896579407;0.834580345134214;0.913234030662234;-0.0301188493859158;0.0243211903321586
Gm29823;-0.00290097896579407;0.834580345134214;0.913234030662234;-0.0301188493859158;0.0243211903321586
Gm45602;-0.00290097902719097;0.834580341683817;0.913234030662234;-0.0301188494472575;0.0243211902707975
Luzp2;-0.00290299267593433;0.834467179919853;0.913234030662234;-0.03012086128615;0.0243191777961215
Trmt10a;-0.00290788424542015;0.834192300854937;0.913234030662234;-0.0301257484582151;0.0243142890777695
Spag17;-0.00291118531151585;0.834006810699427;0.913234030662234;-0.0301290465559845;0.0243109899350201
Gm5165;-0.00291165888187968;0.833980201071314;0.913234030662234;-0.0301295197004642;0.0243105166405306
Pcnx2;-0.00291276121649416;0.833918262301989;0.913234030662234;-0.0301306210436965;0.0243094149480242
Dlx1;-0.00291424603173932;0.833834834064607;0.913234030662234;-0.0301321045234718;0.0243079309975771
Tinf2;-0.00291667411674748;0.833698409772273;0.913234030662234;-0.0301345304243579;0.0243055043264952
Gm26826;-0.00292240371670346;0.833376506531507;0.913234030662234;-0.030140254869127;0.0242997780617372
Lims1;-0.0029248877019754;0.833236958705482;0.913234030662234;-0.0301427366188873;0.0242972955218371
Kctd7;-0.00292568972785051;0.833191902809608;0.913234030662234;-0.0301435379228917;0.02429649396257
Map4k3;-0.00293044224651135;0.832924928917614;0.913234030662234;-0.0301482861632869;0.0242917442081434
Capn9;-0.00293087205471656;0.832900785286331;0.913234030662234;-0.0301487155845139;0.0242913146498693
Gm20753;-0.00293183876349856;0.832846482895943;0.913234030662234;-0.0301496814228819;0.0242903485031866
Scnm1;-0.00293386370206864;0.832732739741275;0.913234030662234;-0.0301517045380547;0.0242883247418657
Fbxw5;-0.00293694762149199;0.832559519125942;0.913234030662234;-0.0301547856800714;0.0242852426149281
Acta2;-0.00294072888183831;0.832347140672659;0.913234030662234;-0.0301585635342734;0.0242814635516812
Tbce;-0.00294510476055656;0.832101380125322;0.913234030662234;-0.0301629354702468;0.0242770902145939
Fanci;-0.00294809977900265;0.831933181680378;0.913234030662234;-0.0301659277895274;0.0242740969351364
Phf3;-0.00295468895424533;0.831563164629358;0.913234030662234;-0.0301725110247675;0.0242675115840288
Gfod2;-0.00295789119882072;0.831383355123178;0.913234030662234;-0.0301757103817343;0.0242643111970751
BC025920;-0.00295826162797689;0.831362555693393;0.913234030662234;-0.0301760804768217;0.0242639409827688
Aknaos;-0.00295830552836051;0.83136009071451;0.913234030662234;-0.0301761243376136;0.024263897107847
Mei1;-0.00296046235418226;0.831238988345918;0.913234030662234;-0.0301782792181652;0.0242617415328366
Zfp112;-0.00296254693653504;0.831121946140634;0.913234030662234;-0.0301803619201646;0.0242596581591583
Gm47162;-0.00296417988774833;0.831030264102066;0.913234030662234;-0.0301819933982438;0.0242580261545913
Chchd4;-0.00296425664760662;0.831025954476725;0.913234030662234;-0.0301820700888512;0.0242579494392283
Gm43137;-0.00296708272175268;0.830867290175958;0.913234030662234;-0.0301848936131568;0.0242551250030451
Gtf3c2;-0.00296789658958955;0.830821598466074;0.913234030662234;-0.0301857067465966;0.0242543116068369
4930408O17Rik;-0.00296957386423627;0.830727435660516;0.913234030662234;-0.0301873825076337;0.0242526353040412
Cirbp;-0.00297482982672949;0.830432379765046;0.913234030662234;-0.0301926337260395;0.0242473823859804
Eif3i;-0.00298458039255045;0.829885071989978;0.913234030662234;-0.0302023754869176;0.0242376374640384
Nxf2;-0.00298577923469971;0.829817785623169;0.913234030662234;-0.0302035732461331;0.0242364393154527
Mybph;-0.00299161687267502;0.829490159449733;0.913234030662234;-0.0302094056097572;0.0242306050535962
Tmed5;-0.00299194160568513;0.829471935305456;0.913234030662234;-0.0302097300493141;0.0242302805083366
C730027H18Rik;-0.00299326777179619;0.829397511293825;0.913234030662234;-0.030211055016942;0.0242289551089138
Impa2;-0.00299681750849182;0.829198308754919;0.913234030662234;-0.0302146015451981;0.0242254074239349
Fam71e2;-0.00300107374358306;0.828959473726789;0.913234030662234;-0.0302188539323758;0.0242211536480062
Zfp957;-0.0030032409884376;0.828837866687382;0.913234030662234;-0.0302210192175214;0.0242189876549611
Bloc1s6os;-0.0030054210946507;0.828715542116334;0.913234030662234;-0.030223197352138;0.0242168088077284
Foxn2;-0.00300555303271597;0.828708139276625;0.913234030662234;-0.0302233291708757;0.0242166769458472
Tet3;-0.00300877710327855;0.828527246417494;0.913234030662234;-0.0302265503252274;0.0242134547366424
Skida1;-0.00301429068071384;0.828217917313008;0.913234030662234;-0.030232058914255;0.0242079443410589
Gm37305;-0.00301508246004517;0.828173498177826;0.913234030662234;-0.0302328499770885;0.0242071530185227
C130050O18Rik;-0.00301701836063308;0.828064895699061;0.913234030662234;-0.0302347841256953;0.0242052182346554
Rhod;-0.00301866082733059;0.82797275720381;0.913234030662234;-0.0302364251058082;0.0242035767152518
Alg2;-0.003020542233107;0.827867217699471;0.913234030662234;-0.0302383048085578;0.0242016963943972
Gm47731;-0.00302131485947521;0.827823877282379;0.913234030662234;-0.0302390767354977;0.024200924213512
A730049H05Rik;-0.00302132939583728;0.827823061871282;0.913234030662234;-0.0302390912587003;0.024200909685531
C78197;-0.00302192035521264;0.827789912411531;0.913234030662234;-0.030239681683081;0.0242003190668702
Tlr13;-0.00302289765455925;0.827735092149709;0.913234030662234;-0.0302406580976382;0.0241993423309387
Gm15287;-0.00302322745221817;0.827716592793229;0.913234030662234;-0.030240987596706;0.0241990127233971
1700019A02Rik;-0.0030299087605882;0.827341838418955;0.913234030662234;-0.0302476628547011;0.0241923352653034
Gm46658;-0.00303162581278004;0.827245535359843;0.913234030662234;-0.0302493783515943;0.0241906192022149
Gm13481;-0.00303304033126583;0.82716620223965;0.913234030662234;-0.0302507915886948;0.0241892054984382
C1ql1;-0.00303570230823107;0.827016910323701;0.913234030662234;-0.0302534511539308;0.0241865450543755
Gm11695;-0.00303623526970455;0.826987020943637;0.913234030662234;-0.0302539836324992;0.0241860123997623
Nusap1;-0.00303824532139184;0.82687429610297;0.913234030662234;-0.0302559918627826;0.0241840035052519
Gm42846;-0.00303976894168418;0.826788852987131;0.913234030662234;-0.0302575141023033;0.0241824807619538
Lrrc27;-0.00304030427366159;0.826758832587031;0.913234030662234;-0.0302580489491094;0.0241819457380829
D2hgdh;-0.00304244838286026;0.826638597554562;0.913234030662234;-0.0302601911149459;0.0241798028627548
Rad51ap1;-0.00305201954370078;0.826101925953358;0.913234030662234;-0.0302697535976978;0.0241702372067799
Rabl3;-0.00305337117207043;0.826026144342294;0.913234030662234;-0.0302711040001563;0.0241688863553994
Tbp;-0.00305360538182431;0.826013013092382;0.913234030662234;-0.0302713379974745;0.0241686522802718
Mnat1;-0.0030599662375656;0.825656402722675;0.913234030662234;-0.0302776930825786;0.0241622950796789
Ccno;-0.00306347161521523;0.82545989515237;0.913234030662234;-0.0302811952791712;0.0241587917153889
Slc25a37;-0.00306347424267284;0.825459747864119;0.913234030662234;-0.0302811979042442;0.0241587890894402
Bche;-0.00306418391707254;0.825419965638757;0.913234030662234;-0.0302819069345478;0.0241580798225698
Tjp3;-0.00306564130212448;0.825338270394582;0.913234030662234;-0.0302833629968001;0.0241566232743328
Gpha2;-0.00306640100593798;0.825295685151938;0.913234030662234;-0.0302841220110204;0.0241558640066873
Zfat;-0.00307135016823727;0.825018272147553;0.913234030662234;-0.0302890666801319;0.024150917685077
Sox15;-0.00307856368871695;0.824613975295829;0.913234030662234;-0.0302962736492988;0.0241437083025813
Hoga1;-0.00307985683022878;0.824541503386234;0.913234030662234;-0.0302975656160816;0.0241424159025715
Cldn12;-0.00308124438948794;0.824463741657963;0.913234030662234;-0.0302989519147386;0.0241410291388534
Gm26554;-0.0030820743907028;0.824417227473895;0.913234030662234;-0.0302997811618445;0.0241401996134601
Vmo1;-0.00308441194747678;0.82428623152544;0.913234030662234;-0.0303021165945981;0.0241378633965547
Gm8108;-0.00308470410986573;0.824269859180678;0.913234030662234;-0.0303024084914929;0.0241375714016099
Zkscan4;-0.00308567670444098;0.824215356981265;0.913234030662234;-0.0303033802022173;0.024136599364415
Gsta2;-0.00308933210266912;0.824010523562022;0.913234030662234;-0.0303070322781216;0.0241329460605839
AC163347.1;-0.00309170889953967;0.823877344109378;0.913234030662234;-0.0303094069143756;0.0241305706251329
Nlrp3;-0.00309272558006602;0.823820377828865;0.913234030662234;-0.0303104226705992;0.0241295545268631
Notumos;-0.00309964714595361;0.823432575794203;0.913234030662234;-0.0303173379423353;0.0241226369234863
Azi2;-0.00309996623503056;0.823414698884928;0.913234030662234;-0.0303176567411846;0.024122318017021
0610039K10Rik;-0.00310548022544808;0.823105793019593;0.913234030662234;-0.0303231657154743;0.0241168071813334
Rab7b;-0.00310575636674602;0.823090323697053;0.913234030662234;-0.0303234416055205;0.0241165311979812
Hcfc1;-0.00311030988854309;0.82283524718324;0.913234030662234;-0.0303279909836219;0.0241119802800836
Tmem161b;-0.0031104729409964;0.822826113753402;0.913234030662234;-0.0303281538876769;0.0241118173208498
Nkx6-1;-0.00311112914513572;0.822789356533351;0.913234030662234;-0.030328809494573;0.0241111614918574
Gm28638;-0.00311161584045946;0.822762094586508;0.913234030662234;-0.0303292957469166;0.0241106750747585
Gm49965;-0.00311266600983552;0.822703270706994;0.913234030662234;-0.030330344960406;0.0241096255056797
Gm49356;-0.00312136330484873;0.822216141286865;0.913234030662234;-0.0303390343366498;0.0241009331799031
Sema7a;-0.00312329365343958;0.822108033092572;0.913234030662234;-0.0303409629271265;0.024099003933667
Per3;-0.00312349269365658;0.822096886138096;0.913234030662234;-0.0303411617860511;0.0240988050071034
Gm45406;-0.00313286786540165;0.821571884144457;0.913234030662234;-0.0303505284161361;0.0240894351862066
Vmac;-0.0031329810627849;0.821565545670598;0.913234030662234;-0.0303506415103567;0.0240893220534012
A930017K11Rik;-0.00313433486839817;0.821489740390637;0.913234030662234;-0.0303519940821228;0.0240879690200645
Foxa1;-0.00313606140112814;0.821393066966656;0.913234030662234;-0.0303537190411607;0.024086243472088
Luzp1;-0.00313867438489101;0.821246763813342;0.913234030662234;-0.0303563296429448;0.0240836319783707
Mbip;-0.00314070507719125;0.821133067939398;0.913234030662234;-0.030358358483823;0.0240816024438096
Tmem144;-0.00314115741952555;0.821107742380028;0.913234030662234;-0.0303588104137173;0.0240811503593343
Zkscan14;-0.00314139591965739;0.82109438940631;0.913234030662234;-0.0303590486963833;0.0240809119951557
Coch;-0.00314561715276841;0.820858062624238;0.913234030662234;-0.0303632660800368;0.0240766931677792
Scn4a;-0.00315094870115763;0.8205595977989;0.913234030662234;-0.0303685927650567;0.0240713646565216
Prrx1;-0.0031536296663915;0.820409524789304;0.913234030662234;-0.0303712712841648;0.0240686852179227
Gm38398;-0.00315410951582711;0.820382664840018;0.913234030662234;-0.0303717506957422;0.0240682056416888
Saa3;-0.00315427505892996;0.820373398483584;0.913234030662234;-0.0303719160877855;0.0240680401928348
Slc35g3;-0.00315914049669524;0.820101064415703;0.913234030662234;-0.0303767770851323;0.0240631775244494
Il15;-0.0031622350702891;0.819927862541991;0.913234030662234;-0.0303798688338085;0.0240600847115993
4933424M12Rik;-0.00316298722849428;0.819885765916028;0.913234030662234;-0.0303806203053186;0.0240593329812768
Cpt1a;-0.00316481969336485;0.819783209094626;0.913234030662234;-0.0303824510970817;0.0240575015587175
Ephx4;-0.00316494404893128;0.819776249448472;0.913234030662234;-0.0303825753391004;0.0240573772738782
Gm28178;-0.00317151526765429;0.819408506799708;0.913234030662234;-0.0303891405565143;0.0240508097913362
D130079A08Rik;-0.00317513404788334;0.819206007304574;0.913234030662234;-0.0303927560308105;0.0240471930676245
Lamtor5;-0.00318753506023846;0.818512163668773;0.913234030662234;-0.0304051457088316;0.0240347990972382
Gm28730;-0.00319182221196536;0.818272328129423;0.913234030662234;-0.0304094289402224;0.0240305143780426
2210407C18Rik;-0.00319291394160973;0.818211256362933;0.913234030662234;-0.0304105196713876;0.0240294232676862
Gm4425;-0.00319354693024077;0.818175847246107;0.913234030662234;-0.0304111520810673;0.0240287906380907
Mylk2;-0.00319363447825175;0.818170949876514;0.913234030662234;-0.0304112395490024;0.0240287031397359
Panx2;-0.00319683362789971;0.817991996728827;0.913234030662234;-0.0304144357722586;0.0240255058043194
Fam20b;-0.00319771986731967;0.817942424189911;0.913234030662234;-0.030415321200901;0.0240246200673855
Gm10518;-0.00320280553748192;0.817657967076191;0.913234030662234;-0.0304204022176038;0.0240195372799051
Ttll11;-0.00320620726635209;0.817467711351557;0.913234030662234;-0.0304238008330593;0.0240161374784323
Gm31135;-0.00320822381312945;0.817354932725352;0.913234030662234;-0.0304258155339056;0.0240141220739199
Nudcd3;-0.00321847759637988;0.816781531899063;0.913234030662234;-0.0304360599275021;0.0240038740954614
Gsto2;-0.00321892213228829;0.816756675263925;0.913234030662234;-0.0304365040562082;0.0240034298110808
Tespa1;-0.00322000819927287;0.816695947602227;0.913234030662234;-0.0304375891282921;0.0240023443585707
Ppp4r3a;-0.00322316373901971;0.816519511182722;0.913234030662234;-0.0304407417770164;0.0239991906037994
Tstd3;-0.00322672958568929;0.81632014436532;0.913234030662234;-0.0304443043560994;0.0239956267735491
H2ac12;-0.00322999986811519;0.816137313017629;0.913234030662234;-0.0304475716411729;0.0239923583397983
Arhgap45;-0.00324004105280944;0.815576004078643;0.912891114142147;-0.0304576036190614;0.0239823228277013
St7;-0.00324280689360422;0.81542140833238;0.912768894242766;-0.0304603669228816;0.0239795585484577
Asb2;-0.00324405156448722;0.815351840212648;0.912741844514694;-0.0304616104519513;0.0239783145801609
Gtpbp3;-0.00324443339718374;0.815330498812183;0.912741844514694;-0.0304619919343522;0.0239779329629827
Mir133a-1hg;-0.00325345502592838;0.814826301641447;0.912407572099259;-0.0304710052842947;0.0239689164240191
Prss41;-0.00325938307525793;0.814495038917149;0.912189067819023;-0.0304769278912712;0.023962991716738
Lhcgr;-0.00325961744263055;0.814481943017713;0.912189067819023;-0.0304771620434394;0.0239627574814551
Ces1f;-0.00326066162744932;0.814423597047412;0.912189067819023;-0.0304782052694141;0.0239617138851036
Gm33045;-0.00326208982452176;0.814343795270448;0.912172135528044;-0.0304796321549193;0.0239602864928187
Ankrd40;-0.00326827987736992;0.813997942855046;0.911835542472696;-0.0304858165219263;0.0239540999267758
Ttc9c;-0.00327580679404788;0.81357744563362;0.911516880653886;-0.0304933365219862;0.0239465772471383
Zfp345;-0.00327598416179467;0.813567537489766;0.911516880653886;-0.0304935137267095;0.023946399979198
Akr1b10;-0.00328146880551169;0.813261168220925;0.911314897700405;-0.030498993328496;0.0239409184208937
Top3a;-0.00328153373646231;0.813257541383678;0.911314897700405;-0.030499058199747;0.0239408535264605
Gm12064;-0.00328191941068544;0.813235998925617;0.911314897700405;-0.0304994435193641;0.0239404680691373
Ccz1;-0.00328280794279292;0.813186369063981;0.911314897700405;-0.0305003312344849;0.023939580036702
Adsl;-0.00328982184026582;0.812794627048727;0.911147626585656;-0.0305073386813183;0.0239325700820347
Myoc;-0.00329207124351364;0.812669002708145;0.911057604363252;-0.0305095860152368;0.0239303219427037
Gm10719;-0.00329233123785117;0.812654482893372;0.911057604363252;-0.0305098457703758;0.0239300620944366
Nampt;-0.00329675255279947;0.81240757709133;0.910866119479476;-0.030514263017089;0.0239256432629154
Gm45435;-0.00329739472126697;0.812371717110789;0.910866119479476;-0.0305149045945823;0.0239250014550618
Lgr4;-0.0032977187021884;0.812353625512919;0.910866119479476;-0.0305152282773423;0.0239246776560654
Uhrf1bp1l;-0.00329844104973636;0.812313288864369;0.910866119479476;-0.0305159499600893;0.0239239557141168
2310061I04Rik;-0.0032989591911219;0.812284355609813;0.910866119479476;-0.0305164676245944;0.0239234378636511
Bglap3;-0.0032996404787983;0.812246312580828;0.910866119479476;-0.0305171482852134;0.0239227569584736
Gm11027;-0.00330166014874641;0.812133537036426;0.910866119479476;-0.0305191660961086;0.0239207384222911
Fli1;-0.00330225594089119;0.812100269580529;0.910866119479476;-0.0305197613398;0.0239201429645589
Zfp566;-0.00330579700856778;0.811902552734967;0.910866119479476;-0.0305232991473669;0.0239166038840521
Atf1;-0.00330837205112892;0.811758781793384;0.910849898994887;-0.0305258718187681;0.02391403028612
H2-Ke6;-0.00330965348746106;0.811687238424104;0.91082046073345;-0.0305271520749891;0.0239127495685542
AU015836;-0.00331006511842506;0.8116642571507;0.91082046073345;-0.0305275633268515;0.0239123381684578
5033430I15Rik;-0.00331592372167277;0.811337190108962;0.910529310152429;-0.0305334165334761;0.0239064828500711
Plac8l1;-0.0033168773306591;0.811283956288759;0.910529310152429;-0.0305343692638737;0.0239055297755872
Tor3a;-0.00331922415474955;0.811152951997883;0.910525869340189;-0.0305367139255535;0.0239031842666922
Baiap2l2;-0.00332174542784802;0.811012215513796;0.910504021686728;-0.0305392328751668;0.023900664406219
Rnf224;-0.00332420951029033;0.81087467728918;0.910504021686728;-0.0305416946864941;0.0238982017040249
Gm5086;-0.00332776861659211;0.810676028183129;0.910346340887356;-0.0305452505118276;0.0238946445907622
Olfr506;-0.00332853003357743;0.810633531792251;0.910346340887356;-0.0305460112268099;0.023893883600068
Ncaph2;-0.00333120524726033;0.810484226536753;0.910232648383707;-0.0305486839737782;0.0238912098838947
Zfp853;-0.00333798709886423;0.810105758288613;0.909909266894401;-0.030555459570346;0.0238844318268363
Prdm11;-0.00334337001219899;0.809805390825672;0.909673545583845;-0.0305608375171325;0.023879051923539
Rnf216;-0.00334898499127573;0.809492103893804;0.909372437249352;-0.0305664473138662;0.0238734400825869
Gm10648;-0.00334943258511787;0.809467131773776;0.909372437249352;-0.0305668944945279;0.0238729927388242
Pcdhb3;-0.00335120969182268;0.809367985491647;0.909357669550803;-0.0305686699606522;0.023871216624916
Dusp13;-0.00335272428996613;0.809283487197787;0.909341341631944;-0.0305701831604209;0.0238697028727808
Tmem64;-0.00335323041470048;0.809255251374074;0.909341341631944;-0.0305706888178404;0.0238691970307244
Fam71a;-0.00335634510695667;0.809081493544796;0.90921601345693;-0.0305738006339339;0.0238660840777621
Cdyl;-0.00335691300276516;0.80904981363014;0.90921601345693;-0.0305743680052804;0.0238655164990188
Asb10;-0.00335700389770945;0.809044743109207;0.90921601345693;-0.0305744588162799;0.0238654256548209
Gm12542;-0.0033617894619357;0.808777794551352;0.90917966805714;-0.0305792399602308;0.0238606427617299
Zfp937;-0.00336585155357875;0.808551220227788;0.909128317033347;-0.03058329829887;0.023856582936427
Gm16029;-0.00336640594314669;0.808520298870265;0.909128317033347;-0.0305838521761628;0.0238560288560969
Gm16156;-0.00336942139160685;0.808352115949019;0.909006130051078;-0.0305868648379511;0.0238530150893575
Gm37768;-0.00337005247703287;0.808316919057042;0.909006130051078;-0.0305874953401085;0.0238523843558263
Aqp8;-0.00337381031798221;0.808107344809024;0.908883403418138;-0.0305912497074964;0.0238486286098097
Selplg;-0.00337724089382078;0.807916034106146;0.908800746650617;-0.0305946771116106;0.0238451999457881
Abca17;-0.00337728822384088;0.80791339476381;0.908800746650617;-0.0305947243978674;0.02384515264214
Cth;-0.00337735850308659;0.807909475669813;0.908800746650617;-0.0305947946121299;0.0238450824020531
Fancb;-0.00337918550128002;0.807807595538232;0.908800746650617;-0.030596619920907;0.0238432564217499
Gm35101;-0.00337920753289399;0.807806366994372;0.908800746650617;-0.0305966419321473;0.0238432344024095
Eri1;-0.00338042884770251;0.807738263836736;0.908800746650617;-0.0305978621175093;0.0238420137679392
Thnsl2;-0.00338166190452649;0.807669507396431;0.908800746650617;-0.0305990940339456;0.023840781397912
Klhl2;-0.00338734229061674;0.807352782764995;0.908768510767961;-0.0306047691654858;0.0238351041746552
Atf4;-0.00338986916679021;0.807211900384074;0.908768510767961;-0.0306072937036491;0.0238325787048797
Tmem18;-0.00339523335010511;0.806912848711411;0.908747656763304;-0.0306126529225641;0.0238272175059875
1810063I02Rik;-0.00340629752580511;0.806296113261079;0.90816734451409;-0.0306237068537397;0.0238161594810184
Smu1;-0.00340714036322047;0.806249137039949;0.908165316406909;-0.0306245489104835;0.0238153171118752
Inava;-0.00340754414925758;0.806226631948027;0.908165316406909;-0.0306249523225032;0.0238149135501639
Cdkn2a;-0.00341144966975554;0.806008965298287;0.908047423749802;-0.0306288542249532;0.0238110101989441
Gm17036;-0.00341494134198197;0.805814376401743;0.907879079123703;-0.0306323426618155;0.0238075204654256
Itga2;-0.0034186380587114;0.805608373590654;0.90774873237447;-0.0306360359524651;0.0238038258005296
Gm1141;-0.00342189282001644;0.805427010299695;0.907595245967195;-0.0306392876966749;0.0238005728451386
Gm12146;-0.00342772319263761;0.805102153787592;0.907330900190153;-0.030645112663223;0.0237947457060758
Gm13201;-0.00342832062832875;0.805068867783773;0.907330900190153;-0.0306457095448518;0.0237941486016214
Gm42800;-0.00342840694224516;0.805064058851278;0.907330900190153;-0.030645795778719;0.0237940623355585
Smad9;-0.00342922794548007;0.805018317475055;0.907330900190153;-0.0306466160205194;0.0237932417874776
Gm50105;-0.00343092761100593;0.804923624426028;0.907330900190153;-0.0306483141095841;0.0237915430641087
Gm46392;-0.00343277509953071;0.804820698994876;0.907318893668348;-0.0306501598843618;0.0237896965995037
