moscot driver genes Beta;Beta_pull_corr;Beta_pull_pval;Beta_pull_qval;Beta_pull_ci_low;Beta_pull_ci_high
Pnn;-0.0719107068543924;2.15E-07;1.21E-06;-0.0989372930592295;-0.0447781079805373
Snu13;-0.0719340984695292;2.13E-07;1.20E-06;-0.0989605760887974;-0.0448015740551181
Pop4;-0.0719474423068728;2.12E-07;1.20E-06;-0.0989738579698279;-0.0448149603815515
Atp5h;-0.0719685412621221;2.11E-07;1.19E-06;-0.0989948589415916;-0.0448361265394126
Cggbp1;-0.0719725627468172;2.10E-07;1.19E-06;-0.098998861747792;-0.0448401608357654
Hectd1;-0.0719797044844689;2.10E-07;1.18E-06;-0.0990059703122282;-0.0448473253277671
Ywhae;-0.0720588265215694;2.03E-07;1.15E-06;-0.09908472464463;-0.0449266996429974
Clmp;-0.0720851878457675;2.01E-07;1.14E-06;-0.0991109633843695;-0.0449531450955311
Tmem33;-0.0720984500700354;2.00E-07;1.13E-06;-0.099124163922921;-0.0449664496586386
Bcl2l12;-0.0721197384903265;1.99E-07;1.12E-06;-0.099145353305886;-0.0449878060610338
Tgif1;-0.0721740628222332;1.94E-07;1.10E-06;-0.099199424800755;-0.0450423039837893
Fras1;-0.072176676154121;1.94E-07;1.10E-06;-0.0992020259656147;-0.0450449256705275
Qdpr;-0.0721814249237354;1.94E-07;1.10E-06;-0.099206752625185;-0.0450496896229666
Mir17hg;-0.0722153599672739;1.91E-07;1.09E-06;-0.099240529633287;-0.0450837331999614
Ctxn2;-0.0722951763396411;1.85E-07;1.05E-06;-0.0993199740554475;-0.0451638050951138
Tipin;-0.0723392696948588;1.82E-07;1.04E-06;-0.0993638617846277;-0.0452080397595445
Txndc15;-0.0723451553222612;1.82E-07;1.03E-06;-0.0993697199568965;-0.0452139442570978
Bhmt2;-0.0724113154968296;1.77E-07;1.01E-06;-0.0994355713801802;-0.0452803166809289
St8sia2;-0.0724404519465673;1.75E-07;9.97E-07;-0.099464571783065;-0.0453095466796385
Eif2b2;-0.0724709502748172;1.73E-07;9.86E-07;-0.0994949276562625;-0.0453401429792346
Chchd5;-0.072487956569813;1.72E-07;9.80E-07;-0.0995118544944811;-0.0453572039265302
Fxyd2;-0.072521603186896;1.70E-07;9.68E-07;-0.0995453438618236;-0.045390958718736
Matr3;-0.0725899394918104;1.65E-07;9.43E-07;-0.0996133606039527;-0.0454595149180954
Eif1ad;-0.0726484025112666;1.62E-07;9.22E-07;-0.0996715500308716;-0.0455181662643027
Tmem159;-0.0727412725120557;1.56E-07;8.91E-07;-0.0997639850429033;-0.0456113358115051
Rictor;-0.0727728584396398;1.54E-07;8.80E-07;-0.0997954229205825;-0.0456430237250973
Topbp1;-0.0727789533019709;1.53E-07;8.78E-07;-0.0998014892087985;-0.0456491382730673
Jkamp;-0.0728002273065959;1.52E-07;8.71E-07;-0.099822663460258;-0.0456704810059837
Fam133b;-0.0728368706187176;1.50E-07;8.60E-07;-0.0998591348956111;-0.0457072427569079
Atad5;-0.0728663511973479;1.48E-07;8.50E-07;-0.099888477141822;-0.0457368186762367
Ccdc115;-0.0728679093755464;1.48E-07;8.50E-07;-0.0998900280072361;-0.0457383818949336
Ttc17;-0.0728840101162389;1.47E-07;8.45E-07;-0.0999060531768403;-0.0457545347271527
Ift43;-0.0729260852473035;1.45E-07;8.31E-07;-0.0999479307561818;-0.045796746052957
St6galnac4;-0.0729450832967891;1.44E-07;8.25E-07;-0.0999668395743968;-0.0458158056297663
Mast4;-0.0729898919661932;1.41E-07;8.12E-07;-0.100011437706231;-0.0458607594953276
Timm50;-0.0730040841181265;1.40E-07;8.07E-07;-0.100025563152419;-0.0458749976578346
Tmem229a;-0.0730152422466034;1.40E-07;8.04E-07;-0.100036668827975;-0.045886191968403
Gprc5c;-0.0730398965331625;1.38E-07;7.97E-07;-0.100061207194045;-0.0459109262247552
Camk2g;-0.0730695482839976;1.37E-07;7.88E-07;-0.100090719483578;-0.0459406741994533
Hes1;-0.0730852484598301;1.36E-07;7.83E-07;-0.100106345797404;-0.0459564253439215
mt-Nd1;-0.0731326650397159;1.34E-07;7.69E-07;-0.10015353922347;-0.04600399593763
Drc1;-0.073190058384078;1.31E-07;7.52E-07;-0.100210662298316;-0.0460615758659501
Flii;-0.0731961233597934;1.30E-07;7.50E-07;-0.100216698703204;-0.0460676605692422
Halr1;-0.0732063920569245;1.30E-07;7.47E-07;-0.100226919022125;-0.0460779626720052
2700081O15Rik;-0.0732152703405948;1.29E-07;7.45E-07;-0.100235755473548;-0.0460868698427326
Tcf15;-0.0732625898663102;1.27E-07;7.31E-07;-0.100282851969619;-0.0461343434036124
Cyp39a1;-0.0733191788442296;1.24E-07;7.15E-07;-0.100339174069489;-0.0461911167516425
Lgi3;-0.0733261579324956;1.24E-07;7.14E-07;-0.100346120231833;-0.0461981185903149
Dnaja2;-0.0733831499292042;1.21E-07;6.98E-07;-0.100402843253294;-0.0462552964690904
Septin7;-0.0734109535721366;1.20E-07;6.92E-07;-0.100430515612447;-0.04628319085942
Adgre5;-0.0734543083782905;1.18E-07;6.80E-07;-0.100473665621626;-0.0463266872543212
Cadm2;-0.0734958289310075;1.16E-07;6.70E-07;-0.100514989946628;-0.0463683435018865
2610001J05Rik;-0.0735173546498094;1.15E-07;6.65E-07;-0.100536413897369;-0.0463899396068194
Sipa1l2;-0.0735249057182152;1.14E-07;6.63E-07;-0.10054392926033;-0.0463975153721852
Zkscan3;-0.0735410949893386;1.14E-07;6.59E-07;-0.100560041969625;-0.04641375760339
Fam171a2;-0.073558327136719;1.13E-07;6.54E-07;-0.100577192607666;-0.0464310461381801
Ank3;-0.0735599274295931;1.13E-07;6.54E-07;-0.100578785330221;-0.0464326516683923
Cd55;-0.073617087028915;1.10E-07;6.40E-07;-0.100635674440471;-0.0464899984279699
Timp3;-0.0736269231802187;1.10E-07;6.38E-07;-0.100645464027595;-0.0464998668042603
Sbk1;-0.0736396209396853;1.09E-07;6.35E-07;-0.100658101668339;-0.0465126061716822
Gm16499;-0.0736757686729821;1.08E-07;6.26E-07;-0.100694078209095;-0.0465488724020081
Rcbtb2;-0.0737011482641456;1.07E-07;6.20E-07;-0.100719337562489;-0.0465743352335436
Cldn12;-0.0737463465186768;1.05E-07;6.09E-07;-0.100764321600557;-0.046619681817295
Tpcn1;-0.0737489292421375;1.05E-07;6.09E-07;-0.100766892079901;-0.0466222730199768
Baz1b;-0.0737517192732755;1.04E-07;6.08E-07;-0.100769668883718;-0.0466250722113483
Tnfrsf12a;-0.0737574924084023;1.04E-07;6.07E-07;-0.100775414647522;-0.0466308643021919
Msi1;-0.0737705206648506;1.04E-07;6.04E-07;-0.100788381128378;-0.0466439353427828
Nit2;-0.0738070789151039;1.02E-07;5.96E-07;-0.100824765982743;-0.0466806136981083
Srp14;-0.0738242911694042;1.02E-07;5.93E-07;-0.100841896574248;-0.0466978825252729
Dnajc9;-0.0738614687108483;1.00E-07;5.84E-07;-0.100878897673785;-0.0467351823163878
Yes1;-0.0738860802737489;9.90E-08;5.79E-07;-0.100903392390883;-0.0467598748502851
Srrm2;-0.0739315155313215;9.73E-08;5.69E-07;-0.10094861185408;-0.0468054596750167
Spred1;-0.0740254781966988;9.37E-08;5.49E-07;-0.101042127890433;-0.0468997320121143
Psd3;-0.0740291377075506;9.35E-08;5.48E-07;-0.101045769997018;-0.0469034035933517
Alas1;-0.0741273074425248;8.99E-08;5.27E-07;-0.101143472576298;-0.0470018974010519
St14;-0.0741471981099321;8.92E-08;5.23E-07;-0.101163268527433;-0.0470218537947381
Rpp25l;-0.0741703727640942;8.84E-08;5.19E-07;-0.101186332800506;-0.0470451050540234
Cenph;-0.0741839759576359;8.79E-08;5.17E-07;-0.101199871188387;-0.0470587532273776
Tmem176b;-0.0742214034450407;8.66E-08;5.09E-07;-0.101237120319476;-0.0470963045233832
Ralgapa2;-0.0742340328394683;8.62E-08;5.07E-07;-0.101249689512909;-0.0471089757126324
Bcl2l1;-0.0742586940282411;8.53E-08;5.02E-07;-0.101274233123431;-0.0471337185385592
Sugt1;-0.0742660747413734;8.51E-08;5.01E-07;-0.101281578640814;-0.0471411236909033
Sf3b4;-0.0743819131402333;8.12E-08;4.78E-07;-0.101396864265528;-0.0472573460475279
Gabrb3;-0.074437408139561;7.94E-08;4.68E-07;-0.101452094188867;-0.0473130252506876
Mef2a;-0.0745110843770971;7.71E-08;4.55E-07;-0.101525418249087;-0.047386946301243
Ephb4;-0.0745579853022139;7.57E-08;4.46E-07;-0.101572094831773;-0.0474340032245443
Fam162a;-0.0745699579998402;7.53E-08;4.45E-07;-0.101584010241023;-0.0474460157641099
Cdc42ep4;-0.0745880677017686;7.48E-08;4.42E-07;-0.101602033274784;-0.047464185745197
Ccdc125;-0.0746000894055873;7.44E-08;4.40E-07;-0.101613997436165;-0.0474762474738443
Atoh8;-0.074603483350511;7.43E-08;4.39E-07;-0.101617375134402;-0.0474796527199344
Ncl;-0.0746608127710199;7.26E-08;4.30E-07;-0.101674430027;-0.0475371731313635
Dynlrb1;-0.0746738124061981;7.22E-08;4.28E-07;-0.101687367387352;-0.0475502160993828
Ddx39b;-0.074689741152695;7.18E-08;4.25E-07;-0.101703219814642;-0.0475661979551984
Cdo1;-0.074717210461764;7.10E-08;4.21E-07;-0.101730557478119;-0.0475937588845313
Fut4;-0.0747368448764897;7.04E-08;4.18E-07;-0.101750097770674;-0.0476134588125724
Pygl;-0.074751971753349;7.00E-08;4.16E-07;-0.101765152119087;-0.0476286361770278
Psmd8;-0.0747524414448208;7.00E-08;4.16E-07;-0.101765619558344;-0.0476291074363464
Krt19;-0.07477092865094;6.95E-08;4.13E-07;-0.101784018107063;-0.0476476563630077
Dnajc7;-0.0747870782663898;6.90E-08;4.11E-07;-0.10180009026016;-0.0476638599101344
Ppic;-0.0748088803585578;6.84E-08;4.07E-07;-0.101821787755248;-0.0476857348330821
Med28;-0.0748117166521708;6.83E-08;4.07E-07;-0.101824610439653;-0.0476885806033622
Mrpl27;-0.0749589105857679;6.44E-08;3.84E-07;-0.101971097504879;-0.0478362669479186
Pou6f2;-0.0749713326083294;6.41E-08;3.82E-07;-0.101983459819649;-0.0478487305803954
Sestd1;-0.0750316226405919;6.25E-08;3.73E-07;-0.102043459942851;-0.0479092226855041
Tiparp;-0.075032148664537;6.25E-08;3.73E-07;-0.102043983436506;-0.0479097504733882
Nup54;-0.0751497864986573;5.96E-08;3.56E-07;-0.10216105503124;-0.0480277831680051
Nfatc4;-0.0752111076601337;5.81E-08;3.48E-07;-0.102222080732021;-0.0480893104590387
Zbed3;-0.0752565428356999;5.71E-08;3.42E-07;-0.102267296858418;-0.0481348984965635
Yy1;-0.0752696642679396;5.68E-08;3.40E-07;-0.102280355009675;-0.0481480640955356
Gsdmd;-0.0753061641174836;5.60E-08;3.35E-07;-0.102316678781733;-0.0481846868531176
Psmb7;-0.0753236418741023;5.56E-08;3.33E-07;-0.10233407219909;-0.0482022234894085
Ndufaf2;-0.0754680087122848;5.24E-08;3.15E-07;-0.1024777417606;-0.0483470773150548
Tgm7;-0.0754697219693128;5.24E-08;3.15E-07;-0.10247944673601;-0.0483487963582006
Eif4h;-0.0755030080078257;5.17E-08;3.11E-07;-0.102512571843511;-0.0483821948442706
H4c4;-0.0755374613631046;5.09E-08;3.06E-07;-0.102546858560955;-0.048416764654433
Vil1;-0.0756131549887849;4.94E-08;2.98E-07;-0.102622185859841;-0.048492714358338
Osbpl9;-0.0756253512655141;4.91E-08;2.96E-07;-0.102634323082505;-0.0485049519254865
Sema3a;-0.0756528118973882;4.86E-08;2.93E-07;-0.10266165072125;-0.0485325055549642
Palm;-0.0757177423276778;4.73E-08;2.85E-07;-0.102726266528249;-0.0485976560414814
Enah;-0.0757241393372211;4.72E-08;2.85E-07;-0.102732632528463;-0.0486040747436675
Brix1;-0.075786915790142;4.60E-08;2.78E-07;-0.102795104556856;-0.0486670641941528
5430431A17Rik;-0.0758664841589968;4.45E-08;2.69E-07;-0.102874286765255;-0.0487469028447429
Adgrg6;-0.0759936487426271;4.23E-08;2.56E-07;-0.103000833484277;-0.048874500106779
Eef1d;-0.0759963530882681;4.22E-08;2.56E-07;-0.103003524680607;-0.0488772136635878
Arid1b;-0.0760382255564672;4.15E-08;2.51E-07;-0.103045193502282;-0.0489192288030796
Mrpl36;-0.0760631883561146;4.11E-08;2.49E-07;-0.103070034850388;-0.0489442767036796
Cenpf;-0.0761381069769847;3.99E-08;2.42E-07;-0.103144588767316;-0.0490194509352449
Nkain3;-0.0761493099420824;3.97E-08;2.41E-07;-0.103155737170284;-0.049030692149526
Glrx2;-0.076157007946285;3.95E-08;2.40E-07;-0.103163397678739;-0.0490384164402505
Psmc1;-0.0761735774987214;3.93E-08;2.39E-07;-0.103179886512663;-0.0490550425840595
Dmac1;-0.0762082549735593;3.87E-08;2.36E-07;-0.103214395008276;-0.0490898385444055
Trp73;-0.0762202923382061;3.85E-08;2.34E-07;-0.10322637370107;-0.0491019170535412
Hsd17b10;-0.0763027540316962;3.72E-08;2.27E-07;-0.103308433253726;-0.0491846608197029
Ier2;-0.0763030340109792;3.72E-08;2.27E-07;-0.103308711867008;-0.0491849417573313
Lhx1os;-0.0763491621510687;3.65E-08;2.23E-07;-0.103354614893019;-0.0492312278487444
Dnah11;-0.0763680223855676;3.63E-08;2.21E-07;-0.103373383052862;-0.0492501526977387
Gabpb1;-0.076393379937413;3.59E-08;2.19E-07;-0.103398616780186;-0.0492755971543478
Asic2;-0.0764041541774354;3.57E-08;2.18E-07;-0.103409338397544;-0.0492864083302297
Ciao1;-0.0764200266521293;3.55E-08;2.17E-07;-0.103425133337759;-0.0493023352299429
F11r;-0.0764408972842623;3.52E-08;2.15E-07;-0.10344590199949;-0.049323277446232
Cdh3;-0.0765089988741899;3.42E-08;2.09E-07;-0.103513670692709;-0.0493916127835637
Nip7;-0.0765194819663273;3.41E-08;2.08E-07;-0.10352410251874;-0.0494021318797231
Fgd2;-0.0765535688932749;3.36E-08;2.06E-07;-0.103558022707237;-0.0494363359192911
Lsm3;-0.0765587001824276;3.35E-08;2.05E-07;-0.103563128890911;-0.049441484843547
Fam83f;-0.0765830262225124;3.32E-08;2.03E-07;-0.103587335893409;-0.0494658945064516
Apip;-0.0765878120835678;3.31E-08;2.03E-07;-0.103592098331459;-0.0494706968231225
Tob1;-0.0765886852645039;3.31E-08;2.03E-07;-0.103592967238732;-0.049471573006523
Mrpl14;-0.0766271558232184;3.26E-08;2.00E-07;-0.103631249467686;-0.0495101758890771
Cdc42ep3;-0.0766332487775873;3.25E-08;2.00E-07;-0.10363731258711;-0.0495162898082838
Gpx8;-0.0766905497631293;3.17E-08;1.95E-07;-0.103694332892725;-0.0495737880563681
Nckap5l;-0.0767002160137663;3.16E-08;1.94E-07;-0.103703951777246;-0.0495834876014486
Hkdc1;-0.0767082902349778;3.15E-08;1.94E-07;-0.103711986429658;-0.0495915896374365
Urah;-0.0769105516916267;2.90E-08;1.78E-07;-0.103913255527095;-0.0497945490263194
Msantd4;-0.0769198085221309;2.89E-08;1.78E-07;-0.103922466887712;-0.049803837852441
Numb;-0.0769392309473252;2.86E-08;1.76E-07;-0.103941793894193;-0.0498233274251998
Cenpj;-0.076993517837348;2.80E-08;1.73E-07;-0.1039958139748;-0.0498778021063804
Kcnh6;-0.0770011507687722;2.79E-08;1.72E-07;-0.104003409379089;-0.0498854614548517
Plpp2;-0.0770138183893103;2.78E-08;1.71E-07;-0.104016014712604;-0.0498981729241861
Crlf1;-0.0770500848041296;2.74E-08;1.69E-07;-0.104052102756542;-0.0499345649232828
Nptx2;-0.0770769207899064;2.71E-08;1.67E-07;-0.104078806707805;-0.0499614938837562
Tnnc1;-0.0770834146666364;2.70E-08;1.67E-07;-0.104085268628457;-0.0499680102647909
Zfp808;-0.0771218800479664;2.66E-08;1.64E-07;-0.104123544676615;-0.050006608993904
Cblb;-0.0771956912254759;2.58E-08;1.59E-07;-0.104196992318912;-0.0500806762791662
Frrs1;-0.0772051349279685;2.57E-08;1.59E-07;-0.104206389487978;-0.0500901527706482
Elfn1;-0.0772947291128944;2.47E-08;1.53E-07;-0.104295541961684;-0.0501800582737748
Cep63;-0.0773063773503535;2.46E-08;1.52E-07;-0.104307132739911;-0.0501917470183321
Dnttip1;-0.0773256873811141;2.44E-08;1.51E-07;-0.104326347500658;-0.0502111242166723
Rfx6;-0.0773296823676057;2.44E-08;1.51E-07;-0.104330322774544;-0.0502151331017842
Trim2;-0.077418871532424;2.35E-08;1.46E-07;-0.104419071625429;-0.0503046327845907
Psmc4;-0.0774275627597818;2.34E-08;1.45E-07;-0.104427719922468;-0.0503133542943185
Anks6;-0.0774573696829436;2.31E-08;1.44E-07;-0.104457379583312;-0.0503432651035296
Bri3;-0.0775135027905154;2.26E-08;1.41E-07;-0.104513235232592;-0.0503995939838324
Rfc3;-0.0775504994106964;2.22E-08;1.38E-07;-0.104550048890401;-0.0504367197296538
Abtb1;-0.0775699434672479;2.20E-08;1.37E-07;-0.104569396759028;-0.0504562316799109
Hnrnph3;-0.0776088335754806;2.17E-08;1.35E-07;-0.104608094420224;-0.0504952576446206
Wapl;-0.0776248605965328;2.15E-08;1.34E-07;-0.104624042108047;-0.0505113406776429
Vipas39;-0.0776610426948418;2.12E-08;1.33E-07;-0.104660045055097;-0.0505476492785221
Rbbp4;-0.0777201847244602;2.07E-08;1.29E-07;-0.104718894097772;-0.0506069982392689
Svip;-0.0777911266076911;2.01E-08;1.26E-07;-0.104789484288692;-0.0506781885925657
Sh3bgrl2;-0.077804976371361;2.00E-08;1.25E-07;-0.104803265360824;-0.0506920868964213
Arhgap32;-0.0778222830978168;1.98E-08;1.24E-07;-0.104820486235452;-0.0507094542936701
C530008M17Rik;-0.077862469394709;1.95E-08;1.22E-07;-0.104860473121569;-0.0507497815316621
Ccnd1;-0.0778692268458682;1.94E-08;1.22E-07;-0.104867197032611;-0.0507565626911903
Sema3f;-0.0779290292038973;1.90E-08;1.19E-07;-0.1049267024584;-0.0508165749734391
Kifap3;-0.0780258343946339;1.82E-08;1.14E-07;-0.105023026579709;-0.0509137203944411
Pitpnm2;-0.0780770646653575;1.78E-08;1.12E-07;-0.105074002058727;-0.0509651309260108
Cacna1h;-0.0781540061588713;1.73E-08;1.08E-07;-0.10515056062026;-0.0510423434188482
Snrnp48;-0.0781731268018834;1.71E-08;1.08E-07;-0.105169586051639;-0.0510615314578742
Alkbh8;-0.0781924337184943;1.70E-08;1.07E-07;-0.105188796809011;-0.0510809064473817
Tpst2;-0.0781993446801591;1.69E-08;1.07E-07;-0.105195673345325;-0.0510878417808792
Sirt1;-0.0782454708063252;1.66E-08;1.05E-07;-0.105241569638791;-0.0511341306399765
D8Ertd738e;-0.0782583398688144;1.65E-08;1.04E-07;-0.105254374558069;-0.0511470451252896
Tril;-0.0783245362157817;1.61E-08;1.01E-07;-0.105320240821422;-0.0512134752630887
Mgat5b;-0.0783558777396776;1.58E-08;1.00E-07;-0.105351425980304;-0.0512449275619876
Fchsd2;-0.0783942096160052;1.56E-08;9.85E-08;-0.10538956654409;-0.0512833949934694
Tmx3;-0.0785857661414487;1.44E-08;9.10E-08;-0.105580165830013;-0.0514756301364537
Tax1bp3;-0.0787271065203526;1.35E-08;8.59E-08;-0.10572079863612;-0.0516174725227737
Lgr4;-0.078754569848744;1.34E-08;8.50E-08;-0.105748124353357;-0.0516450335212879
Nrtn;-0.0787556573580402;1.34E-08;8.50E-08;-0.105749206412605;-0.051646124899034
Elavl4;-0.0787628345721437;1.33E-08;8.48E-08;-0.10575634765653;-0.0516533276452955
Slc36a1;-0.0787941883845768;1.32E-08;8.37E-08;-0.105787544299822;-0.0516847930285765
Poc1a;-0.0788274265692813;1.30E-08;8.26E-08;-0.105820615811456;-0.0517181495483397
Plekha6;-0.0788454583638999;1.29E-08;8.20E-08;-0.105838557160551;-0.0517362455653191
Prex2;-0.0788980245798166;1.26E-08;8.02E-08;-0.105890859609743;-0.0517889991036006
Galnt3;-0.0789063223649495;1.26E-08;8.00E-08;-0.105899115744606;-0.0517973264721357
Bex3;-0.0789588079269216;1.23E-08;7.83E-08;-0.105951337772008;-0.0518499992438472
Abcf2;-0.0791133014942995;1.15E-08;7.34E-08;-0.106105054749561;-0.052005044746763
Atpif1;-0.0791220114025442;1.15E-08;7.32E-08;-0.106113720837462;-0.05201378581048
Gtpbp10;-0.079289853779489;1.07E-08;6.83E-08;-0.106280717983263;-0.0521822293733741
Zfp101;-0.0793271610777425;1.05E-08;6.73E-08;-0.106317837200253;-0.0522196705102452
Mapk7;-0.0793501156034815;1.04E-08;6.66E-08;-0.106340675965509;-0.0522427074224063
Casp7;-0.0793930115501003;1.02E-08;6.54E-08;-0.10638335551002;-0.0522857574048236
Ifitm3;-0.0794820051425915;9.83E-09;6.31E-08;-0.10647189982912;-0.0523750708872846
Prr15l;-0.0795082869786598;9.72E-09;6.24E-08;-0.106498048902642;-0.0524014472770952
Cxadr;-0.0795538491814092;9.53E-09;6.12E-08;-0.106543380859723;-0.052447173487871
Polr2m;-0.0795621875601125;9.50E-09;6.10E-08;-0.106551677088818;-0.0524555418941318
Rflna;-0.079628955051199;9.23E-09;5.94E-08;-0.106618106941901;-0.0525225499606962
Rbm39;-0.0796313372326078;9.22E-09;5.93E-08;-0.106620477072352;-0.05252494073005
Capn2;-0.0796385962701868;9.19E-09;5.92E-08;-0.106627699386087;-0.0525322259389271
Yipf4;-0.0796723994101233;9.06E-09;5.83E-08;-0.106661331476691;-0.0525661509886756
Ctsa;-0.0796823230837164;9.02E-09;5.81E-08;-0.106671204923171;-0.0525761104635216
Cops2;-0.0796841270077537;9.01E-09;5.81E-08;-0.106672999716359;-0.0525779208960851
Cdc73;-0.079686010425466;9.01E-09;5.80E-08;-0.106674873600664;-0.0525798111093253
Ndufa6;-0.0797555190226327;8.74E-09;5.64E-08;-0.106744030227942;-0.0526495706351603
Rbx1;-0.0797583136507888;8.73E-09;5.64E-08;-0.106746810699511;-0.052652375357562
Cct3;-0.0797663443957476;8.70E-09;5.62E-08;-0.106754800761237;-0.0526604351120913
D030055H07Rik;-0.079818898514066;8.51E-09;5.50E-08;-0.106807088557764;-0.052713179159546
Gm2000;-0.0798485962595594;8.40E-09;5.43E-08;-0.106836635741777;-0.0527429842987502
Wnt3;-0.0798514601433974;8.39E-09;5.43E-08;-0.106839485103791;-0.0527458585415878
Zfp37;-0.0798788270684321;8.29E-09;5.36E-08;-0.106866713237688;-0.0527733244786112
Sel1l3;-0.0798805418347719;8.28E-09;5.36E-08;-0.106868419306257;-0.0527750454502441
Pebp1;-0.0799273588689486;8.12E-09;5.26E-08;-0.106914998810033;-0.0528220319652883
Limd2;-0.0799342442576934;8.10E-09;5.24E-08;-0.106921849255151;-0.052828942289735
Fdx1;-0.0799944635218919;7.89E-09;5.11E-08;-0.106981762794947;-0.0528893797509663
Suz12;-0.0800362199132698;7.75E-09;5.02E-08;-0.107023307080161;-0.0529312875580295
Evl;-0.0801219784570404;7.47E-09;4.84E-08;-0.107108629708504;-0.0530173573760763
Fmn1;-0.0802902517583677;6.94E-09;4.51E-08;-0.107276046512181;-0.0531862426224771
Smpdl3a;-0.0803658649715102;6.72E-09;4.37E-08;-0.10735127436179;-0.0532621313166023
Zmym2;-0.0804063219653856;6.61E-09;4.29E-08;-0.107391525039278;-0.0533027358356722
Stap2;-0.0804124799090577;6.59E-09;4.28E-08;-0.107397651571855;-0.0533089162419574
Ss18;-0.0804138285371897;6.58E-09;4.28E-08;-0.107398993320487;-0.0533102697898191
Acin1;-0.0804223397929335;6.56E-09;4.27E-08;-0.107407461157116;-0.0533188120965073
Cldnd1;-0.0804958717382525;6.35E-09;4.14E-08;-0.107480617825321;-0.0533926124678093
Rps6ka1;-0.0805035778678448;6.33E-09;4.13E-08;-0.107488284609049;-0.0534003467455183
1700016L21Rik;-0.0805866099150949;6.11E-09;3.99E-08;-0.10757089250867;-0.0534836822895348
Col4a1;-0.0805956390416896;6.09E-09;3.98E-08;-0.107579875489857;-0.0534927444419375
Rin2;-0.0805994963628852;6.08E-09;3.97E-08;-0.107583713095991;-0.0534966158734056
Amotl1;-0.080628784868563;6.00E-09;3.92E-08;-0.10761285187966;-0.0535260115444727
Sfn;-0.080689094906802;5.84E-09;3.83E-08;-0.10767285346868;-0.0535865424025143
Pbrm1;-0.0807432840890894;5.71E-09;3.74E-08;-0.10772676533855;-0.0536409301635217
Fgf9;-0.0807567134333565;5.68E-09;3.72E-08;-0.107740125933789;-0.0536544087450941
Nt5c2;-0.0807643603208407;5.66E-09;3.71E-08;-0.107747733670102;-0.0536620836735151
Tmem117;-0.0807854427526744;5.61E-09;3.68E-08;-0.107768708145978;-0.05368324343066
Sntb1;-0.0808397270674377;5.47E-09;3.60E-08;-0.107822714378691;-0.0537377269593092
Mrpl15;-0.0809414891366822;5.24E-09;3.44E-08;-0.107923954722688;-0.0538398629122375
1700110K17Rik;-0.0810230199172499;5.06E-09;3.33E-08;-0.108005067098257;-0.0539216936539545
Cacybp;-0.0810750499406813;4.94E-09;3.25E-08;-0.108056829922833;-0.0539739152921197
3010003L21Rik;-0.0810792347958316;4.93E-09;3.25E-08;-0.10806099328041;-0.0539781155655804
Lrrn1;-0.0811142661299674;4.86E-09;3.20E-08;-0.108095844621692;-0.0540132760036829
Dgkb;-0.0811730330765443;4.74E-09;3.12E-08;-0.108154309471635;-0.0540722596800369
Ulk1;-0.0812224303342253;4.63E-09;3.06E-08;-0.108203452654017;-0.0541218392588142
0610010F05Rik;-0.0812357587053835;4.61E-09;3.04E-08;-0.108216712447972;-0.0541352168467536
Ppp1r11;-0.0813225433221851;4.44E-09;2.93E-08;-0.108303050305362;-0.0542223221651789
Aif1l;-0.0814301049932059;4.23E-09;2.80E-08;-0.108410057693725;-0.0543302818892004
Lrrc8c;-0.0814657314732125;4.17E-09;2.76E-08;-0.108445500446891;-0.0543660403516461
Znrf1;-0.0814939022751112;4.12E-09;2.72E-08;-0.108473525922547;-0.0543943155647684
Tmed4;-0.081635859623616;3.87E-09;2.57E-08;-0.108614750295429;-0.0545367997200667
Adamts18;-0.0816404547207028;3.86E-09;2.56E-08;-0.108619321648221;-0.054541411888098
Atxn10;-0.0817158207893881;3.73E-09;2.48E-08;-0.108694298114174;-0.054617058109349
Ube3a;-0.081861574139915;3.50E-09;2.33E-08;-0.10883929712613;-0.0547633541402469
Dach2;-0.0819097039334751;3.43E-09;2.28E-08;-0.108887177574419;-0.0548116633899733
Dhx15;-0.0819309809509732;3.40E-09;2.26E-08;-0.108908344322504;-0.0548330197811397
Svbp;-0.0819619129206732;3.35E-09;2.23E-08;-0.108939115941791;-0.0548640671864171
Acadsb;-0.0819743544371307;3.33E-09;2.22E-08;-0.108951492947216;-0.0548765551483718
Dctn6;-0.0819792357354717;3.33E-09;2.22E-08;-0.108956348933046;-0.0548814546714313
Eno1;-0.0820238710702186;3.26E-09;2.17E-08;-0.109000752746627;-0.0549262567162992
Prcp;-0.0820342202232677;3.25E-09;2.16E-08;-0.109011048203781;-0.0549366445383553
Pttg1;-0.0820902061450662;3.17E-09;2.11E-08;-0.10906674354599;-0.0549928397499829
