Differentiable motif activity alpha cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
176;M04828_2.00;23.253216;1.2073195;0;0;M04828_2.00;;['Foxj2', 'Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
177;M01990_2.00;23.240591;1.2996615;0;0;M01990_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb1']
178;M09565_2.00;23.24057;1.6657908;0;0;M09565_2.00;Nanog;['Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Nanog', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Barx1', 'Msx2', 'Dlx2', 'Msx3', 'Barhl1', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Barx2', 'Barhl2', 'Gbx2', 'Meox2', 'Dlx1', 'Hoxd1', 'Msx1', 'Hoxb3', 'Hmx2', 'Bsx', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
179;M04278_2.00;23.218903;1.5052845;0;0;M04278_2.00;;['Mafa', 'Maf', 'Mafb']
180;M04365_2.00;23.152962;1.5050716;0;0;M04365_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
181;M03945_2.00;23.131413;1.3450017;0;0;M03945_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
182;M04277_2.00;23.091452;1.4852104;0;0;M04277_2.00;;['Mafa', 'Maf', 'Mafb']
183;M02869_2.00;23.073708;1.4948175;0;0;M02869_2.00;Mafb;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
184;M02857_2.00;22.978273;1.4705448;0;0;M02857_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
185;M00795_2.00;22.970976;1.2583715;0;0;M00795_2.00;Foxo1;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
186;M00160_2.00;22.967463;1.2503624;0;0;M00160_2.00;Foxj3;['Foxj2', 'Foxg1', 'Foxp4', 'Foxp1', 'Foxj3', 'Foxk2', 'Foxp3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxd2', 'Foxi3', 'Foxk1', 'Foxd3', 'Foxd1']
187;M07998_2.00;22.963528;1.1082945;0;0;M07998_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
188;M02854_2.00;22.916624;1.6697431;0;0;M02854_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
189;M01984_2.00;22.899172;1.2207313;0;0;M01984_2.00;Gm5294;['Foxg1', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
190;M09221_2.00;22.878656;1.2288852;0;0;M09221_2.00;;['Pou3f1']
191;M05392_2.00;22.783375;1.5517253;0;0;M05392_2.00;;['Hoxa4', 'Meox1', 'Mnx1', 'Vax1', 'Msx2', 'Hoxc5', 'Dlx2', 'Tlx1', 'Msx3', 'Barhl1', 'Nkx1-1', 'Pdx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Gsx2', 'Meox2', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Hmx3', 'Tlx3', 'Hesx1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
192;M00420_2.00;22.782263;1.511909;0;0;M00420_2.00;Nkx3-1;['Nkx3-1', 'Nkx3-2']
193;M10548_2.00;22.781864;1.2480949;0;0;M10548_2.00;;['Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
194;M04847_2.00;22.768929;1.2058535;0;0;M04847_2.00;;['Foxg1', 'Foxf2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
195;M00254_2.00;22.762115;1.3035637;0;0;M00254_2.00;;['Foxg1', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
196;M09227_2.00;22.714426;1.2838632;0;0;M09227_2.00;Pou3f1;['Pou3f1']
197;M02680_2.00;22.68464;1.2338276;0;0;M02680_2.00;;['Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
198;M05470_2.00;22.598381;1.3033816;0;0;M05470_2.00;;['Pou4f1']
199;M00123_2.00;22.51459;1.2212094;0;0;M00123_2.00;Mafk;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
200;M00560_2.00;22.498245;1.4270476;0;0;M00560_2.00;;['Nkx3-1', 'Nkx3-2']
201;M04845_2.00;22.498236;1.2619169;0;0;M04845_2.00;;['Foxg1', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
202;M09212_2.00;22.462608;1.3820548;0;0;M09212_2.00;Nkx3-2;['Nkx3-1', 'Nkx3-2']
203;M09138_2.00;22.462608;1.3820548;0;0;M09138_2.00;;['Nkx3-1', 'Nkx3-2']
204;M03015_2.00;22.453478;1.2164918;0;0;M03015_2.00;;['Foxg1', 'Foxp4', 'Foxf2', 'Foxk2', 'Foxf1', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
205;M05494_2.00;22.448841;1.3248107;0;0;M05494_2.00;;['Pou3f4']
206;M08807_2.00;22.447311;1.5020971;0;0;M08807_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
207;M04351_2.00;22.391785;1.4565767;0;0;M04351_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
208;M01814_2.00;22.370419;1.3873298;0;0;M01814_2.00;Mafg;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
209;M00336_2.00;22.329605;1.1619267;0;0;M00336_2.00;;['Pax2', 'Pax6']
210;M02119_2.00;22.123344;1.3871912;0;0;M02119_2.00;;['Nkx3-1', 'Nkx3-2']
211;M04280_2.00;22.10091;1.4425617;0;0;M04280_2.00;;['Mafa', 'Maf', 'Mafb']
212;M02855_2.00;22.084784;1.3839948;0;0;M02855_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
213;M02739_2.00;22.077637;1.0320021;0;0;M02739_2.00;;['Gata6', 'Gata2', 'Gata3', 'Gata5', 'Gata4', 'Gata1']
214;M01989_2.00;22.033936;1.2128109;0;0;M01989_2.00;;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
215;M04855_2.00;22.030594;1.2367362;0;0;M04855_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
216;M06500_2.00;21.944883;1.6451501;0;0;M06500_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
217;M00413_2.00;21.932594;1.5555847;0;0;M00413_2.00;Barx1;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
218;M04368_2.00;21.883696;1.4121394;0;0;M04368_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
219;M03313_2.00;21.785728;1.1221453;0;0;M03313_2.00;;['Pou3f2']
220;M09220_2.00;21.734352;1.1662502;0;0;M09220_2.00;;['Pou3f2']
221;M05447_2.00;21.720694;1.164745;0;0;M05447_2.00;;['Pou2f2']
222;M05472_2.00;21.709839;1.1807008;0;0;M05472_2.00;;['Pou4f1']
223;M04356_2.00;21.708263;1.3924309;0;0;M04356_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
224;M00170_2.00;21.649633;1.3552884;0;0;M00170_2.00;Nkx3-1;['Nkx3-1', 'Nkx3-2']
225;M04856_2.00;21.623297;1.1931508;0;0;M04856_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
226;M05460_2.00;21.593458;1.2423298;0;0;M05460_2.00;;['Pou4f3']
227;M03741_2.00;21.43494;1.0887212;0;0;M03741_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
228;M09108_2.00;21.324566;1.2473376;0;0;M09108_2.00;Foxo1;['Foxo4', 'Foxo1', 'Foxo3', 'Foxo6']
229;M04074_2.00;21.319046;0.9475792;0;0;M04074_2.00;;['Tcfl5']
230;M05444_2.00;21.28164;1.2932922;0;0;M05444_2.00;;['Pou2f2']
231;M04824_2.00;21.272898;1.1501305;0;0;M04824_2.00;;['Foxq1', 'Foxs1']
232;M00791_2.00;21.232376;1.0866534;0;0;M00791_2.00;Foxg1;['Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
233;M02743_2.00;21.215075;1.1292951;0;0;M02743_2.00;;['Pou2f2']
234;M04698_2.00;21.205599;0.7112125;0;0;M04698_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
235;M09668_2.00;21.177841;1.0754185;0;0;M09668_2.00;;['Foxa1', 'Foxa2', 'Foxa3', 'Foxb2', 'Foxb1']
236;M04849_2.00;21.16939;1.1647501;0;0;M04849_2.00;;['Foxo4']
237;M02858_2.00;21.068457;1.2887329;0;0;M02858_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
238;M04279_2.00;21.003195;1.3332683;0;0;M04279_2.00;;['Mafa', 'Maf', 'Mafb']
239;M04345_2.00;20.93054;1.3151784;0;0;M04345_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
240;M05487_2.00;20.925257;1.2502333;0;0;M05487_2.00;;['Pou3f1']
241;M08839_2.00;20.912365;1.3642434;0;0;M08839_2.00;Maf;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
242;M09573_2.00;20.909431;1.3313313;0;0;M09573_2.00;Nkx6-1;['Nkx6-1', 'Nkx6-2', 'Nkx6-3']
243;M00506_2.00;20.873556;1.2578661;0;0;M00506_2.00;Nkx3-2;['Nkx3-1', 'Nkx3-2']
244;M00164_2.00;20.856644;1.0908302;0;0;M00164_2.00;Foxl1;['Foxg1', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
245;M05459_2.00;20.856396;1.1629354;0;0;M05459_2.00;;['Pou4f3']
246;M00245_2.00;20.811605;1.0353979;0;0;M00245_2.00;;['Wt1']
247;M00790_2.00;20.725193;1.0749764;0;0;M00790_2.00;Foxj2;['Foxj2', 'Foxj3', 'Foxj1', 'Foxk2', 'Foxp3', 'Foxi1', 'Foxi2', 'Foxi3']
248;M07938_2.00;20.616543;0.6508244;0;0;M07938_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
249;M04348_2.00;20.614904;1.3116786;0;0;M04348_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
250;M04372_2.00;20.556414;1.2403932;0;0;M04372_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
251;M03177_2.00;20.551659;1.3847802;0;0;M03177_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
252;M05205_2.00;20.551659;1.3847802;0;0;M05205_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
253;M05258_2.00;20.498934;1.1359003;0;0;M05258_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
254;M03322_2.00;20.46652;1.0885087;0;0;M03322_2.00;Pou2f2;['Pou2f2']
255;M03745_2.00;20.45905;1.0620289;0;0;M03745_2.00;;['Foxn3', 'Foxn2']
256;M04823_2.00;20.385433;1.0684333;0;0;M04823_2.00;;['Foxq1', 'Foxs1']
257;M06195_2.00;20.384022;1.034564;0;0;M06195_2.00;;['Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
258;M06474_2.00;20.384022;1.034564;0;0;M06474_2.00;;['Foxg1', 'Foxj3', 'Foxk2', 'Foxc2', 'Foxi1', 'Foxi2', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
259;M10788_2.00;20.325272;1.3197453;0;0;M10788_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
260;M02442_2.00;20.283758;1.0417321;0;0;M02442_2.00;;['Nfat5']
261;M05277_2.00;20.262457;1.2987577;0;0;M05277_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
262;M05386_2.00;20.262457;1.2987577;0;0;M05386_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
263;M05381_2.00;20.262457;1.2987577;0;0;M05381_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hesx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
264;M00195_2.00;20.236294;1.260137;0;0;M00195_2.00;Cic;['Cic', 'Bbx']
265;M04373_2.00;20.231043;1.20095;0;0;M04373_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
266;M05015_2.00;20.12592;1.3487251;0;0;M05015_2.00;;['Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Nanog', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Barx1', 'Msx2', 'Dlx2', 'Msx3', 'Barhl1', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Barx2', 'Barhl2', 'Gbx2', 'Meox2', 'Hmx3', 'Dlx1', 'Hoxd1', 'Msx1', 'Hoxb3', 'Hmx2', 'Bsx', 'Hmx1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
267;M00436_2.00;20.12592;1.3487251;0;0;M00436_2.00;Hoxd8;['Hoxb6', 'Hoxa10', 'Hoxa4', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8', 'Hoxc4', 'Hoxd4']
268;M04075_2.00;20.089687;0.8765522;0;0;M04075_2.00;;['Tcfl5']
269;M03044_2.00;20.041319;1.1210668;0;0;M03044_2.00;;['Foxg1', 'Foxj3', 'Foxf2', 'Foxf1', 'Foxe3', 'Foxc2', 'Foxi1', 'Foxc1', 'Foxl2', 'Foxd4', 'Foxd2', 'Foxi3', 'Foxd3', 'Foxe1', 'Foxs1', 'Foxd1', 'Gm5294', 'Foxl1']
270;M04371_2.00;20.038893;1.1620773;0;0;M04371_2.00;;['Mafk', 'Mafa', 'Mafg', 'Maf', 'Mafb']
271;M00301_2.00;20.038343;1.1929162;0;0;M00301_2.00;;['Nkx2-1', 'Nkx2-5', 'Nkx2-2', 'Nkx2-6', 'Nkx2-3', 'Nkx2-4', 'Nkx2-9']
272;M04911_2.00;20.038343;1.1929162;0;0;M04911_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
273;M03830_2.00;20.01355;1.3202378;0;0;M03830_2.00;;['Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Nanog', 'Hoxa2', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Dlx2', 'Rax', 'Tlx1', 'Lbx1', 'Msx3', 'Barhl1', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Meox2', 'Hmx3', 'Tlx3', 'Prrxl1', 'Dlx1', 'Emx2', 'Msx1', 'Nkx1-2', 'Hmx2', 'Bsx', 'Hmx1', 'Gbx1', 'Tlx2', 'Hoxb2']
274;M00449_2.00;19.99699;1.5123754;0;0;M00449_2.00;Dlx5;['Meox1', 'Dlx3', 'Mnx1', 'Vax1', 'Nanog', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Dlx2', 'Msx3', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Alx1', 'En2', 'Alx4', 'Dlx1', 'Hoxd1', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
275;M06504_2.00;19.960297;1.1755332;0;0;M06504_2.00;;['Nkx3-1', 'Nkx3-2']
276;M06270_2.00;19.857855;1.3058106;0;0;M06270_2.00;;['Sebox', 'Shox2', 'Isl2', 'Vsx1', 'Isl1', 'Noto']
277;M09094_2.00;19.85472;0.97035015;0;0;M09094_2.00;;['Foxj3', 'Foxk2', 'Foxi1', 'Foxk1']
278;M04907_2.00;19.845781;1.325452;0;0;M04907_2.00;;['Meox1', 'Dlx3', 'Mnx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Dlx2', 'Msx3', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'En2', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxb2', 'Hoxd3', 'Hoxa3']
279;M05378_2.00;19.845781;1.325452;0;0;M05378_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
