moscot driver genes delta cells;Delta_pull_corr;Delta_pull_pval;Delta_pull_qval;Delta_pull_ci_low;Delta_pull_ci_high
Smarca2;0.0846596619508071;1.00E-09;5.03E-08;0.0575720855836372;0.111622681041743
Pde4d;0.0844414840107889;1.11E-09;5.54E-08;0.0573530623021905;0.111405664828671
Prickle1;0.0843034155181919;1.18E-09;5.88E-08;0.057214460203403;0.111268330177441
Rnaset2b;0.08406628670543;1.31E-09;6.51E-08;0.0569764173735088;0.111032459313489
Asic2;0.0838481097026288;1.45E-09;7.16E-08;0.0567574021242734;0.110815437038193
Ssr2;0.083846032027373;1.45E-09;7.16E-08;0.0567553164790232;0.110813370346916
Adgb;0.0837223744663389;1.53E-09;7.53E-08;0.0566311849914942;0.110690366102299
Lrfn5;0.0836534012248088;1.58E-09;7.73E-08;0.0565619477689291;0.110621756906172
Gm13874;0.0831666373561291;1.96E-09;9.54E-08;0.0560733283190524;0.110137554901878
Atp10a;0.0831611305924394;1.97E-09;9.54E-08;0.0560678006373958;0.110132077047346
Kcnk3;0.0830222428438725;2.10E-09;1.01E-07;0.0559283858596781;0.109993917883576
Gabrg1;0.0828398511057625;2.27E-09;1.10E-07;0.0557453036151362;0.109812481362689
Car8;0.0826523400492007;2.47E-09;1.19E-07;0.0555570845706493;0.109625950460194
Gabra1;0.0824674427441696;2.68E-09;1.28E-07;0.055371491032091;0.10944201778634
Etv1;0.0821641140729658;3.07E-09;1.44E-07;0.0550670242276812;0.109140267615654
4930588G17Rik;0.0819931779657415;3.31E-09;1.55E-07;0.0548954489633216;0.108970218857253
Gm48956;0.081851279167966;3.52E-09;1.65E-07;0.0547530207990601;0.10882905547293
5530401A14Rik;0.0817360218177022;3.70E-09;1.72E-07;0.0546373342822752;0.108714394661689
Gm14211;0.0815587580039678;4.00E-09;1.85E-07;0.0544594118377154;0.10853804691362
5330417C22Rik;0.0815064809688573;4.09E-09;1.88E-07;0.0544069408937573;0.108486039712054
Kcna5;0.0814683242805445;4.16E-09;1.91E-07;0.0543686427670479;0.108448079880359
Abca5;0.0811596506548554;4.76E-09;2.15E-07;0.0540588278879666;0.108140995859868
Dtd1;0.0810217024415844;5.06E-09;2.27E-07;0.0539203713282504;0.108003756386554
Brms1;0.0805973130661852;6.08E-09;2.70E-07;0.0534944245899977;0.107581540958385
Asph;0.0805744737911982;6.14E-09;2.73E-07;0.0534715017824087;0.107558818402257
Cwc27;0.080435338043948;6.52E-09;2.89E-07;0.0533318577756727;0.107420393091611
Fndc3b;0.0803383573852;6.80E-09;3.01E-07;0.0532345234759043;0.10732390700394
Plcb1;0.0802198999869566;7.16E-09;3.15E-07;0.0531156348202037;0.10720605301182
Rtn4rl1;0.0802186143231353;7.16E-09;3.15E-07;0.053114344479994;0.107204773892838
A230028O05Rik;0.0801005738748775;7.54E-09;3.30E-07;0.0529958750648642;0.107087333964241
Map2;0.0798144907746297;8.52E-09;3.72E-07;0.0527087554848507;0.106802703160601
Gm45837;0.0794606992041284;9.92E-09;4.26E-07;0.0523536883245446;0.106450701490084
Gm2109;0.0794135874112903;1.01E-08;4.34E-07;0.0523064071879845;0.106403827534506
Ppfibp1;0.0793665507465582;1.03E-08;4.42E-07;0.0522592015708173;0.106357028208085
Irx3;0.0792859280884493;1.07E-08;4.56E-07;0.0521782896034875;0.106276812078854
Per3;0.0792028815869325;1.11E-08;4.71E-07;0.0520949454670555;0.106194183960794
Gm29266;0.0791550779810095;1.13E-08;4.80E-07;0.05204697070641;0.106146621017621
Zfhx4;0.0790439194532688;1.18E-08;5.01E-07;0.0519354146734631;0.106036021629483
Dapk1;0.0789230351156114;1.25E-08;5.25E-07;0.0518140988188187;0.105915744595251
Eya1;0.0788744259769177;1.27E-08;5.35E-07;0.0517653163871745;0.105867379438374
Rab36;0.0787031174496105;1.37E-08;5.74E-07;0.0515933981714904;0.105696929734628
Fam219a;0.078676158089137;1.38E-08;5.80E-07;0.0515663430087722;0.105670105385456
Col4a3bp;0.0786587789523994;1.39E-08;5.83E-07;0.0515489021349762;0.105652813261851
Cep41;0.0785189062884876;1.48E-08;6.17E-07;0.0514085331942663;0.105513640312079
Card19;0.0784867733909791;1.50E-08;6.24E-07;0.0513762864385692;0.105481668010276
Lrfn2;0.0784253865203754;1.54E-08;6.39E-07;0.0513146822097904;0.105420587787468
Gpr62;0.0783380930803963;1.60E-08;6.60E-07;0.0512270800371433;0.105333730056425
Tshz2;0.0783239171556331;1.61E-08;6.63E-07;0.0512128540154455;0.105319624849272
1700120G11Rik;0.0782863295519213;1.63E-08;6.72E-07;0.0511751336324818;0.105282224701413
Gm50334;0.0782134391421659;1.68E-08;6.90E-07;0.0511019859557764;0.105209697591043
Hspa4l;0.0781318731274713;1.74E-08;7.13E-07;0.0510201323984298;0.105128537776066
Nt5c3;0.0779084373173259;1.91E-08;7.77E-07;0.0507959107810654;0.104906212837028
Nxph2;0.077462377218202;2.30E-08;9.30E-07;0.0503482900963192;0.104462362373927
Ahi1;0.0773753793421123;2.39E-08;9.61E-07;0.0502609891189339;0.104375794203454
Efna5;0.0772745557941071;2.49E-08;1.00E-06;0.0501598148192327;0.104275468137888
Il17rd;0.0771864490860039;2.59E-08;1.04E-06;0.0500714020552685;0.104187795715005
Tro;0.0771535180623549;2.62E-08;1.05E-06;0.0500383567483793;0.104155026903348
Rgs4;0.0770446311954928;2.74E-08;1.09E-06;0.0499290924251497;0.104046675975197
Rassf1;0.0770038968014656;2.79E-08;1.10E-06;0.0498882169921541;0.104006141910204
Agbl4;0.0768586106044505;2.96E-08;1.16E-06;0.0497424284952438;0.103861569490504
Sez6l2;0.0768067666665964;3.03E-08;1.18E-06;0.0496904055963936;0.103809979980756
Bcorl1;0.0767773437436044;3.06E-08;1.19E-06;0.049660881173347;0.103780701388386
Dennd1a;0.076749635830394;3.10E-08;1.20E-06;0.0496330777196676;0.103753129350234
Clasp2;0.0767476839464553;3.10E-08;1.20E-06;0.0496311191069652;0.103751187036449
Usp29;0.0764575954483719;3.49E-08;1.35E-06;0.0493400329005249;0.103462518562219
Gnai2;0.0763669666548006;3.63E-08;1.39E-06;0.049249093349561;0.103372332476624
Eri3;0.0762254882537696;3.84E-08;1.46E-06;0.0491071307315301;0.103231544288572
Entpd2;0.0761288477134053;4.00E-08;1.52E-06;0.049010160063857;0.103135374594277
Ypel4;0.0760077298818176;4.20E-08;1.59E-06;0.0488886292115815;0.103014846152561
Pamr1;0.0760072464682113;4.20E-08;1.59E-06;0.0488881441511083;0.103014365089778
Tacr3;0.0759154730282944;4.37E-08;1.64E-06;0.0487960582942011;0.10292303771199
Klhl32;0.0757206308892689;4.73E-08;1.78E-06;0.0486005543980807;0.102729141087891
Smim6;0.0754147260376863;5.35E-08;2.00E-06;0.0482936147711023;0.102424716566924
Plxna2;0.0753988339140494;5.39E-08;2.01E-06;0.048277669029607;0.102408901209989
Mmp9;0.0752997705822365;5.61E-08;2.07E-06;0.0481782717832844;0.102310316094491
Cbx6;0.0752098543700693;5.82E-08;2.15E-06;0.0480880529540106;0.102220833482657
Tmem117;0.075179581927707;5.89E-08;2.17E-06;0.0480576787279404;0.102190706923853
Nfasc;0.0750052145268921;6.32E-08;2.32E-06;0.0478827260357922;0.1020171788387
Fnip2;0.0749433342230674;6.48E-08;2.37E-06;0.0478206384211785;0.101955595999858
Fosb;0.0748586536813402;6.71E-08;2.45E-06;0.0477356745231787;0.101871322190682
Fbxl2;0.0748301849050893;6.78E-08;2.47E-06;0.0477071105734545;0.101842990066883
Prkn;0.0745780291911221;7.51E-08;2.72E-06;0.0474541138185874;0.101592042807942
Calb1;0.0744459063834401;7.92E-08;2.86E-06;0.04732155171756;0.10146055182555
Ncam1;0.0744271995253333;7.98E-08;2.87E-06;0.0473027827384874;0.101441934349342
Kif27;0.0743632991591101;8.18E-08;2.93E-06;0.0472386703190088;0.101378339158174
Gm26632;0.0740049037190972;9.45E-08;3.36E-06;0.0468790896861145;0.101021651249506
Carmil1;0.073972059115639;9.57E-08;3.39E-06;0.0468461368191107;0.100988962782736
Ramp2;0.0739278816968286;9.74E-08;3.45E-06;0.0468018138742405;0.10094499528256
Gm16178;0.0739225603229001;9.76E-08;3.45E-06;0.0467964749782347;0.100939699187178
Zfp641;0.0739041763364189;9.83E-08;3.46E-06;0.0467780304693813;0.100921402519831
Jam3;0.0738916863788734;9.88E-08;3.47E-06;0.046765499403893;0.100908971875895
Fkbp9;0.0738694173311793;9.97E-08;3.49E-06;0.0467431570837177;0.100886808560845
Gm15416;0.073641052959039;1.09E-07;3.80E-06;0.0465140428840235;0.100659526907117
Tagln2;0.0735485072836596;1.13E-07;3.92E-06;0.046421194150391;0.10056741920521
Ccdc88c;0.0735181742260016;1.15E-07;3.96E-06;0.0463907618634138;0.100537229598321
Aplp1;0.0735097431267877;1.15E-07;3.97E-06;0.0463823031922693;0.100528838362533
Trmt9b;0.0733471630939555;1.23E-07;4.21E-06;0.0462191922404085;0.100367026279312
Tmem184c;0.0726630877449812;1.61E-07;5.45E-06;0.0455328988329094;0.0996861665122623
Lnx1;0.0726290856959043;1.63E-07;5.51E-06;0.0454987872030498;0.099652323633896
Gnptg;0.0725149167461177;1.70E-07;5.75E-06;0.0453842507758699;0.0995386886754528
Cxcl1;0.0724702514499694;1.73E-07;5.84E-06;0.0453394419089461;0.0994942320961283
Gm39139;0.0723618264979289;1.81E-07;6.08E-06;0.0452306688931931;0.099386313355095
Atf3;0.0722990903835429;1.85E-07;6.22E-06;0.0451677316783365;0.099323869850753
Glce;0.0721394382824073;1.97E-07;6.58E-06;0.0450075687842113;0.0991649614293732
Gm16068;0.0721128756778471;1.99E-07;6.64E-06;0.0449809213302489;0.0991385224230461
Bmp2;0.0720919950040035;2.01E-07;6.66E-06;0.044959973984001;0.0991177388821038
Ahcyl2;0.0720917797982496;2.01E-07;6.66E-06;0.0449597580912151;0.0991175246773231
Dbx2;0.0720320494089219;2.05E-07;6.79E-06;0.0448998371140174;0.0990580720114492
Cdon;0.0719733243473457;2.10E-07;6.92E-06;0.0448409248627028;0.0989996198108341
Fxyd3;0.0718413296209637;2.21E-07;7.27E-06;0.0447085100838022;0.0988682377058978
Gm36447;0.0718174013357945;2.23E-07;7.32E-06;0.0446845057526983;0.0988444203771599
1700110K17Rik;0.0717839362074006;2.26E-07;7.41E-06;0.0446509343220971;0.0988111103759897
Canx;0.0717602755281503;2.28E-07;7.46E-06;0.0446271985215197;0.0987875593390003
Frk;0.0717127223202747;2.33E-07;7.58E-06;0.0445794944275345;0.0987402263984493
Lingo2;0.0716573469746919;2.38E-07;7.72E-06;0.044523943532179;0.0986851073983473
Ttc39b;0.0716091721313261;2.42E-07;7.84E-06;0.0444756161024085;0.0986371554327493
Hdgfl3;0.0715667118067365;2.46E-07;7.93E-06;0.0444330213965644;0.0985948914440123
Zc2hc1c;0.0714234902131395;2.60E-07;8.31E-06;0.0442893472533505;0.0984523313856021
Btbd1;0.0712905229004748;2.74E-07;8.71E-06;0.0441559607971519;0.0983199772508894
Gphn;0.0712194796096549;2.81E-07;8.94E-06;0.0440846939580803;0.0982492611838322
Jun;0.071199921958268;2.84E-07;8.99E-06;0.044065074814121;0.0982297935666199
Vstm2l;0.0711766125662317;2.86E-07;9.06E-06;0.0440416921607405;0.0982065914529762
0610040J01Rik;0.0709458618231544;3.13E-07;9.85E-06;0.0438102177727083;0.0979769011242924
Nectin3;0.0708267146544819;3.27E-07;1.02E-05;0.0436906980935809;0.0978583003686939
Gm35215;0.0707063423171083;3.43E-07;1.07E-05;0.043569950204068;0.0977384792833593
Igsf5;0.0705753005716079;3.60E-07;1.11E-05;0.0434385005200423;0.097608036760093
Ntf3;0.0705066166577698;3.70E-07;1.14E-05;0.0433696031655486;0.0975396665502082
Syne3;0.0704358482832718;3.80E-07;1.17E-05;0.0432986151427538;0.0974692211332467
Adra1a;0.0704332090011406;3.80E-07;1.17E-05;0.0432959676742154;0.0974665938904659
Aqp3;0.0703628510053432;3.90E-07;1.20E-05;0.0432253915856388;0.0973965567008305
Cdh1;0.0703571914545241;3.91E-07;1.20E-05;0.0432197145033499;0.0973909229438125
Dct;0.0703230746350851;3.96E-07;1.21E-05;0.0431854920380922;0.0973569615774785
Rab3b;0.0702333557936414;4.10E-07;1.25E-05;0.0430954956780819;0.0972676512389797
Klk6;0.0701139449210509;4.29E-07;1.30E-05;0.0429757161266132;0.0971487833861043
Chn1os3;0.0699207022819065;4.62E-07;1.40E-05;0.0427818785071818;0.09695641788187
Ahrr;0.0696170047224518;5.18E-07;1.57E-05;0.042477250013167;0.0966540947342791
Rabgap1l;0.0695889626053909;5.23E-07;1.58E-05;0.0424491221921211;0.0966261792728571
Kifc3;0.0694957835477975;5.42E-07;1.63E-05;0.0423556586641376;0.0965334207643386
Chka;0.069471654378581;5.47E-07;1.64E-05;0.0423314559073629;0.0965094004217905
Trim35;0.0694266388161457;5.56E-07;1.67E-05;0.0422863031445614;0.0964645878030349
Slc22a1;0.069416778709449;5.58E-07;1.67E-05;0.0422764130006088;0.0964547721340272
Unc80;0.0692591341033874;5.92E-07;1.76E-05;0.0421182888775189;0.0962978372890391
Slc6a19;0.069109346837397;6.27E-07;1.85E-05;0.0419680472542994;0.0961487231626423
Oprk1;0.0689855500135542;6.56E-07;1.93E-05;0.0418438758377942;0.0960254817620511
Sctr;0.0689643706160726;6.61E-07;1.94E-05;0.0418226324382738;0.0960043973043929
Bambi;0.0689576615252892;6.63E-07;1.94E-05;0.0418159030784014;0.0959977182830537
Egr4;0.0689267603097413;6.71E-07;1.96E-05;0.0417849085378086;0.0959669555320918
Gm13595;0.0689093658013684;6.75E-07;1.97E-05;0.0417674615191006;0.0959496389436718
Cyp2ab1;0.0687664066174696;7.12E-07;2.06E-05;0.0416240713987716;0.0958073195356903
Fxyd2;0.0686793358765088;7.35E-07;2.12E-05;0.0415367387394658;0.0957206379150028
Gm16638;0.0686646130162962;7.40E-07;2.13E-05;0.0415219716322679;0.0957059808109071
Etfbl;0.0685454260608485;7.73E-07;2.23E-05;0.0414024269178033;0.0955873257436556
Cdc42bpa;0.0684935915660374;7.88E-07;2.26E-05;0.0413504370758107;0.0955357223276347
Gpr179;0.068403002185676;8.15E-07;2.33E-05;0.0412595765533813;0.0954455364468184
Arntl;0.068398000181055;8.16E-07;2.33E-05;0.0412545595903944;0.0954405567089903
Marchf11;0.0683056673061499;8.45E-07;2.41E-05;0.0411619508422305;0.0953486346176025
Wdr93;0.0682368391435917;8.67E-07;2.46E-05;0.0410929173374759;0.0952801123674442
Nr4a1;0.068023003036746;9.38E-07;2.64E-05;0.0408784449244586;0.095067225037715
Apbb1ip;0.0679634026802826;9.58E-07;2.69E-05;0.0408186676626184;0.0950078886833956
Klhl3;0.0677540801696621;1.04E-06;2.89E-05;0.0406087253819902;0.0947994918524656
Nenf;0.0677260919328587;1.05E-06;2.92E-05;0.0405806544582212;0.094771627207409
Syt1;0.0674987122686209;1.14E-06;3.16E-05;0.0403526046236806;0.0945452500460873
6720427I07Rik;0.0674754449349002;1.15E-06;3.18E-05;0.0403292688721986;0.0945220851388503
Nyap2;0.0674482690321232;1.16E-06;3.21E-05;0.0403020130959781;0.0944950288316139
Glis1;0.067329781882077;1.21E-06;3.33E-05;0.0401831781691353;0.0943770626521896
Dusp8;0.0672363808253267;1.25E-06;3.44E-05;0.0400895035081502;0.0942840717308318
Atp1b1;0.0671826439969821;1.28E-06;3.50E-05;0.0400356094821632;0.0942305706535452
Hk1os;0.0670963849371988;1.32E-06;3.61E-05;0.0399490984169421;0.0941446896977731
Sema3e;0.0668984965230851;1.41E-06;3.86E-05;0.0397506334106093;0.0939476671775672
Ly86;0.0668586244775459;1.43E-06;3.91E-05;0.0397106454482062;0.093907969342391
Tspan8;0.0668327742640732;1.45E-06;3.94E-05;0.0396847201289042;0.0938822320286329
Gm13974;0.0667966545718793;1.47E-06;3.98E-05;0.0396484955549078;0.0938462700271159
Pnliprp1;0.0667713844661739;1.48E-06;4.01E-05;0.0396231521140876;0.0938211102031988
Tmed3;0.0667682448443668;1.48E-06;4.01E-05;0.0396200033833799;0.0938179842806669
Sowahc;0.0667604375926879;1.49E-06;4.01E-05;0.0396121734830682;0.0938102110924634
Coq8b;0.0667475192774203;1.49E-06;4.02E-05;0.0395992176994286;0.0937973491332843
Fam241a;0.0667227038802678;1.51E-06;4.05E-05;0.0395743303531334;0.0937726419678519
Lyn;0.0665671964804437;1.59E-06;4.26E-05;0.0394183728459382;0.0936178120509817
Lrrc8b;0.0664828791231035;1.64E-06;4.37E-05;0.0393338119898026;0.0935338614832805
Morc2b;0.0662417671693236;1.79E-06;4.72E-05;0.0390920058784027;0.093293796269905
Zfhx2;0.066086012578028;1.90E-06;4.94E-05;0.0389358045624973;0.0931387161844402
Apoa2;0.0660496881342151;1.92E-06;5.00E-05;0.0388993761262201;0.0931025488573387
Tnrc6b;0.0660393720292453;1.93E-06;5.01E-05;0.0388890305006547;0.0930922773603376
Kcnh8;0.0660161205839195;1.94E-06;5.03E-05;0.0388657125402706;0.0930691264356949
Cdh22;0.0660035934100157;1.95E-06;5.05E-05;0.0388531495423269;0.0930566534071622
Ctrb1;0.0659656013484072;1.98E-06;5.10E-05;0.0388150488870633;0.0930188255041907
Ldlrad4;0.065948827054362;1.99E-06;5.12E-05;0.0387982266717589;0.0930021236647818
Heg1;0.065808826565758;2.09E-06;5.36E-05;0.0386578268261809;0.0928627272984063
Tnk2os;0.0657746354525477;2.12E-06;5.42E-05;0.0386235383443299;0.0928286835636328
Lrba;0.0656318339401737;2.23E-06;5.67E-05;0.0384803308563788;0.0926864969035355
Gm45187;0.0656156284991887;2.24E-06;5.69E-05;0.0384640794148262;0.0926703611676737
4933406I18Rik;0.0655899156514048;2.26E-06;5.74E-05;0.0384382936083403;0.0926447588904483
Scgn;0.065577377303669;2.27E-06;5.76E-05;0.0384257196968914;0.0926322744472228
Tnik;0.0655101740488127;2.33E-06;5.87E-05;0.0383583259735713;0.0925653599657162
Gm44854;0.0653898857982258;2.43E-06;6.12E-05;0.0382376974169731;0.0924455879852919
Vcl;0.0653790113014472;2.44E-06;6.14E-05;0.0382267921942937;0.0924347601226302
Rims2;0.0652253270928598;2.58E-06;6.47E-05;0.0380726744424051;0.0922817342881055
Mfsd4b1;0.0652192710031328;2.58E-06;6.47E-05;0.0380666012948973;0.0922757041161352
Zdhhc19;0.0651958061490227;2.60E-06;6.52E-05;0.0380430703678524;0.092252339663919
2810457G06Rik;0.0651060275959404;2.69E-06;6.69E-05;0.0379530392920454;0.0921629449820593
Snx32;0.0650744396611635;2.72E-06;6.75E-05;0.0379213626138076;0.0921314920058719
Rap1gap;0.0650722235627613;2.72E-06;6.75E-05;0.0379191402915248;0.0921292853736627
Ptprj;0.0650646153816072;2.73E-06;6.76E-05;0.037911510744947;0.0921217096892743
Platr22;0.0650083259069312;2.78E-06;6.88E-05;0.0378550632955645;0.0920656605460838
Gm49711;0.0649685599452635;2.82E-06;6.97E-05;0.03781518583638;0.0920260642643663
Sik3;0.0649376875539207;2.85E-06;7.03E-05;0.0377842269433291;0.0919953235454205
Ptprn2;0.0648313118537679;2.96E-06;7.28E-05;0.0376775535871097;0.0918894011482872
Braf;0.0648193704993849;2.97E-06;7.29E-05;0.0376655788575591;0.0918775106418473
Adamts9;0.0647803044090012;3.01E-06;7.38E-05;0.0376264036349441;0.0918386108463798
Rims1;0.0647723356426422;3.02E-06;7.39E-05;0.0376184126178593;0.0918306759909945
Myo7b;0.0647709073163783;3.02E-06;7.39E-05;0.0376169803037295;0.0918292537425898
Slc25a48;0.0647360826159025;3.06E-06;7.47E-05;0.0375820584077259;0.0917945771951257
Rcan3;0.0644814589117124;3.35E-06;8.12E-05;0.0373267260656019;0.0915410347299366
Gna13;0.0644230605718115;3.42E-06;8.26E-05;0.0372681656983428;0.091482883879266
Hadha;0.0644181614679115;3.42E-06;8.26E-05;0.0372632530102607;0.0914780055291316
Gpr39;0.0643325399093856;3.53E-06;8.49E-05;0.0371773942531337;0.0913927464741173
Ss18;0.0642929819744663;3.58E-06;8.60E-05;0.0371377268657148;0.0913533558851158
Dbndd2;0.0642602587227919;3.62E-06;8.68E-05;0.03710491313704;0.0913207710019109
Pkp4;0.0642462808034885;3.64E-06;8.71E-05;0.037090896587831;0.0913068521698074
Gm15594;0.0640112788689459;3.95E-06;9.36E-05;0.0368552467929345;0.0910728420478752
Galnt14;0.0639730630786815;4.00E-06;9.46E-05;0.0368169259337314;0.0910347872627093
4921518K17Rik;0.0639080126550197;4.09E-06;9.62E-05;0.0367516968467563;0.0909700107180769
Vwa5a;0.0638740516651485;4.14E-06;9.72E-05;0.0367176426737528;0.0909361926217303
Adamts6;0.0637736850645591;4.28E-06;0.000100514388854228;0.0366170010530533;0.0908362479566673
Ttc3;0.063598342895242;4.55E-06;0.000106558744519619;0.0364411797407089;0.0906616416078155
Loxl1;0.0634374614406304;4.81E-06;0.000112126962735998;0.0362798601376467;0.0905014338258278
Ank3;0.0632022458626258;5.22E-06;0.00012073302813802;0.0360440065151898;0.0902672006649516
Mri1;0.0631460248302492;5.32E-06;0.000122824389893622;0.0359876334259374;0.090211214005727
Zfhx3;0.0631295743476805;5.35E-06;0.000123378857246557;0.0359711384836485;0.0901948320692617
Ncald;0.0631050076554686;5.40E-06;0.000124281731327245;0.0359465054240794;0.0901703677146227
Antxr1;0.0630895306965062;5.43E-06;0.000124658331595618;0.0359309866707809;0.0901549552113225
Fhad1;0.0630256961727605;5.55E-06;0.000127128462019263;0.035866979905239;0.0900913863971477
Kidins220;0.0629329056563595;5.73E-06;0.000131087145733038;0.0357739394137505;0.0899989817256155
Eml1;0.062862110139925;5.87E-06;0.000133997718381598;0.0357029534927838;0.0899284802802536
Creb3l2;0.0628452015618105;5.90E-06;0.000134622112689721;0.0356859994795949;0.0899116418970177
Cdr1os;0.0628202283424896;5.95E-06;0.000135622902176939;0.0356609591832817;0.0898867723241128
Nrn1l;0.0628069156169562;5.98E-06;0.00013608733609075;0.0356476107142753;0.0898735148366255
Slc9c1;0.0627614609086023;6.07E-06;0.000138061552449107;0.0356020340371426;0.0898282486596833
AW551984;0.0626004012460362;6.41E-06;0.000145368412543757;0.0354405431119724;0.0896678561203577
Efcab1;0.0624659585978749;6.71E-06;0.000151494320432536;0.0353057415586053;0.0895339692703284
1700123J17Rik;0.0623520349590639;6.98E-06;0.000156888222606081;0.0351915145652554;0.0894205158364913
Lca5;0.0623196156110278;7.06E-06;0.000158291026500088;0.035159009021063;0.0893882301666983
Trpa1;0.0623080933265396;7.08E-06;0.000158595529346373;0.0351474561151111;0.089376755379604
Kcnj2;0.062268022513464;7.18E-06;0.000160587363237551;0.0351072788669176;0.089336849691296
Abi2;0.0621738539819313;7.41E-06;0.000165610876574068;0.0350128605528178;0.0892430688696089
Camk2b;0.0621149597207466;7.56E-06;0.000168198241144043;0.0349538103207143;0.089184416843401
4930534D22Rik;0.0618949418388698;8.15E-06;0.000180322938190346;0.0347332114384617;0.0889653022451135
Tox;0.0618816678363422;8.18E-06;0.000180788873279523;0.0347199024679852;0.0889520826552077
Resp18;0.0618685939678907;8.22E-06;0.000181388217070463;0.0347067941682188;0.0889390623696685
Ankrd37;0.0618384656693232;8.30E-06;0.00018303863020452;0.0346765865594051;0.0889090575159294
Als2;0.0618172822718735;8.36E-06;0.000183946279258967;0.0346553474281343;0.0888879608839034
Rreb1;0.0617070481401124;8.68E-06;0.000190067712593283;0.0345448236648333;0.0887781778698661
Adgrf5;0.0616892781878233;8.73E-06;0.000190791175433607;0.0345270070855705;0.0887604805770553
