Differentiable motif activity delta cells;names;scores;logfoldchanges;pvals;pvals_adj;Motif_ID;direct_TF;TF_name
288;M04965_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M04965_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
289;M05148_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05148_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
290;M05147_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05147_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
291;M05030_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05030_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
292;M05281_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05281_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Dlx6', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
293;M05183_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05183_2.00;;['Phox2b', 'Lhx9', 'Pitx1', 'Otx2', 'Pitx3', 'Pitx2', 'Uncx', 'Crx', 'Rhox9', 'ENSMUSG00000097436']
294;M05296_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05296_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Rax', 'Tlx1', 'Lbx1', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
295;M05295_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05295_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Rax', 'Tlx1', 'Lbx1', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
296;M05146_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05146_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
297;M05145_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05145_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
298;M05128_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05128_2.00;;['Hoxb6', 'Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Hoxd8', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Hoxa6', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
299;M03791_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M03791_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
300;M05037_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05037_2.00;;['A1JVI6_MOUSE', 'Lhx2', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Lhx9', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Dlx2', 'Esx1', 'Rax', 'Lbx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Lmx1a', 'Lhx6', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Nobox', 'Dlx6', 'Dlx5', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Alx1', 'Lmx1b', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Lhx8']
301;M05293_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05293_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
302;M03789_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M03789_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
303;M05182_2.00;8.272831;1.1117605;1.31E-16;1.17E-15;M05182_2.00;;['Phox2b', 'Lhx9', 'Pitx1', 'Otx2', 'Pitx3', 'Pitx2', 'Uncx', 'Crx', 'Rhox9', 'ENSMUSG00000097436']
304;M02076_2.00;8.239546;1.0415704;1.73E-16;1.54E-15;M02076_2.00;;['Nkx3-1', 'Nkx3-2']
305;M06185_2.00;8.236405;0.8883157;1.77E-16;1.58E-15;M06185_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Etv6', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
306;M05432_2.00;8.223977;1.345381;1.97E-16;1.75E-15;M05432_2.00;;['Pax4']
307;M03443_2.00;8.223706;1.1267353;1.97E-16;1.75E-15;M03443_2.00;;['Pax6', 'Pax9', 'Pax5', 'Pax8', 'Pax1']
308;M00391_2.00;8.207866;1.1458795;2.25E-16;1.99E-15;M00391_2.00;Hoxc8;['Hoxb6', 'Hoxa10', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc10', 'Hoxc5', 'Hoxd8', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxd10', 'Hoxb8']
309;M01736_2.00;8.207188;0.79678816;2.26E-16;2.00E-15;M01736_2.00;Tfec;['Tfe3', 'Tfec', 'Mitf']
310;M07954_2.00;8.204047;0.84497905;2.32E-16;2.05E-15;M07954_2.00;;['Etv3', 'Etv1', 'Etv2', 'Elk3', 'Gabpa', 'Elk1', 'Etv5', 'Fli1', 'Etv4', 'Ets2', 'Elk4', 'Elf4', 'Ets1', 'Elf1', 'Elf2', 'Erg', 'Erf', 'Fev', 'XP_911724.4']
311;M09676_2.00;8.190398;1.1162363;2.60E-16;2.27E-15;M09676_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
312;M06481_2.00;8.190398;1.1162363;2.60E-16;2.27E-15;M06481_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Barx1', 'Otp', 'Hoxc5', 'Tlx1', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Meox2', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Tlx3', 'Hoxd1', 'Hoxa6', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
313;M06549_2.00;8.190398;1.1162363;2.60E-16;2.27E-15;M06549_2.00;;['Hoxb6', 'Hoxa4', 'Hoxc8', 'Hoxc6', 'Hoxb9', 'Hoxc5', 'Hoxd8', 'Pdx1', 'Hoxc9', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'Hoxa6', 'Hoxd9', 'Hoxb3', 'Hoxb8', 'Hoxc4', 'Hoxd3', 'Hoxa3', 'Hoxd4']
314;M06496_2.00;8.190398;1.1162363;2.60E-16;2.27E-15;M06496_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Hoxb9', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Hoxc9', 'Meox2', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hoxd1', 'Hoxa6', 'Hoxd9', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
315;M06486_2.00;8.190398;1.1162363;2.60E-16;2.27E-15;M06486_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Dlx2', 'Rax', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Alx4', 'Hesx1', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Gsx1', 'Bsx', 'En1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
316;M06515_2.00;8.190398;1.1162363;2.60E-16;2.27E-15;M06515_2.00;;['Hoxa4', 'Sebox', 'Meox1', 'Dlx3', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Nanog', 'Phox2b', 'Alx3', 'Hoxa2', 'Lhx1', 'Hoxb1', 'Dlx4', 'Vsx2', 'Barx1', 'Msx2', 'Hoxc5', 'Dlx2', 'Rax', 'Lbx1', 'Msx3', 'Mixl1', 'Prrx1', 'Barhl1', 'Shox2', 'Nkx1-1', 'Uncx', 'Lhx5', 'Pdx1', 'Dlx6', 'Dlx5', 'Hoxa1', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Lbx2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Prrxl1', 'Dlx1', 'Hoxd1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Hoxc12', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
317;M06267_2.00;8.190398;1.1162363;2.60E-16;2.27E-15;M06267_2.00;;['Hoxb6', 'Hoxa4', 'Meox1', 'Mnx1', 'Hoxc8', 'Hoxc6', 'Evx2', 'Evx1', 'Vax1', 'Hoxa2', 'Hoxb1', 'Hoxb9', 'Barx1', 'Otp', 'Hoxc5', 'Hoxd8', 'Nkx1-1', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Emx1', 'Gbx2', 'Vax2', 'Gsx2', 'Hoxc9', 'Meox2', 'Hoxa9', 'Hoxa7', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'Hoxb7', 'En2', 'Hmx3', 'Hoxd1', 'Hoxa6', 'Hoxd9', 'Emx2', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'Hoxb8', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
318;M03814_2.00;8.185654;0.9336713;2.71E-16;2.35E-15;M03814_2.00;;['Lhx2', 'Hoxa4', 'Sebox', 'Meox1', 'Mnx1', 'Evx2', 'Evx1', 'Vax1', 'Phox2a', 'Phox2b', 'Alx3', 'Hoxa2', 'Hoxb1', 'Lhx9', 'Vsx2', 'Barx1', 'Msx2', 'Otp', 'Hoxc5', 'Rax', 'Tlx1', 'Msx3', 'Lhx4', 'Mixl1', 'Prrx1', 'Barhl1', 'Lhx3', 'Shox2', 'Nkx1-1', 'Uncx', 'Pdx1', 'Hoxa1', 'Isx', 'Barx2', 'Vsx1', 'Emx1', 'Barhl2', 'Gbx2', 'Vax2', 'Arx', 'Gsx2', 'Meox2', 'Alx1', 'Hoxa5', 'Hoxb4', 'Hoxb5', 'En2', 'Prrx2', 'Hmx3', 'Alx4', 'Tlx3', 'Hesx1', 'Prrxl1', 'Emx2', 'Prop1', 'Msx1', 'Nkx1-2', 'Hoxb3', 'Hmx2', 'Gsx1', 'Bsx', 'En1', 'Hmx1', 'Gbx1', 'Noto', 'Tlx2', 'Hoxc4', 'Hoxb2', 'Hoxd3', 'Hoxa3', 'Hoxd4']
319;M04698_2.00;8.151397;0.5745007;3.60E-16;3.11E-15;M04698_2.00;;['E2f4', 'E2f3', 'E2f2', 'E2f1', 'E2f5', 'E2f6']
320;M09581_2.00;8.151035;0.90100795;3.61E-16;3.11E-15;M09581_2.00;;['Hoxb6', 'Hoxa10', 'Hoxc8', 'Hoxc6', 'Hoxc10', 'Hoxd8', 'Hoxa7', 'Hoxb7', 'Hoxa6', 'Hoxd10', 'Hoxb8']
321;M05243_2.00;8.149679;0.98894626;3.65E-16;3.14E-15;M05243_2.00;;['Nkx6-1', 'Nkx6-2', 'Nkx6-3']
322;M05242_2.00;8.149679;0.98894626;3.65E-16;3.14E-15;M05242_2.00;;['Nkx6-1', 'Nkx6-2', 'Nkx6-3']
